CountryName,CountryCode,Year,GDP,HBD,ATE
American Samoa,ASM,2014,643000000.0,2.935894736842105,94.0062779476768
Andorra,AND,2014,3271685596.66321,2.935894736842105,100.0
Armenia,ARM,2014,11609512939.7542,4.16,99.7099990844727
Australia,AUS,2014,1467504819608.92,3.79,100.0
Austria,AUT,2014,442584815286.034,7.58,100.0
Azerbaijan,AZE,2014,75244294275.1498,4.82,100.0
Belarus,BLR,2014,78813839984.3506,10.83,100.0
Belgium,BEL,2014,535390200131.018,5.85,100.0
Bosnia and Herzegovina,BIH,2014,18560861397.5577,3.49,100.0
Brunei Darussalam,BRN,2014,17098342541.4365,2.43,100.0
Bulgaria,BGR,2014,57082011260.3446,7.13,100.0
Cambodia,KHM,2014,16702610842.4025,2.935894736842105,56.0999984741211
Channel Islands,CHI,2014,477131996998.1093,2.935894736842105,100.0
China,CHN,2014,10475682920597.7,3.55,100.0
Croatia,HRV,2014,58330289756.6914,5.91,100.0
Cyprus,CYP,2014,23156850006.6427,3.42,100.0
Czechia,CZE,2014,209358834156.329,6.68,100.0
Denmark,DNK,2014,352993631617.708,2.69,100.0
Estonia,EST,2014,26634083965.0987,5.01,100.0
Faroe Islands,FRO,2014,2901131403.11804,2.935894736842105,100.0
Fiji,FJI,2014,4856963229.83999,1.85,93.7866058349609
Finland,FIN,2014,274862826772.156,4.53,100.0
France,FRA,2014,2855964488590.19,6.2,100.0
French Polynesia,PYF,2014,477131996998.1093,2.935894736842105,100.0
Georgia,GEO,2014,17627003454.7205,2.89,100.0
Germany,DEU,2014,3889093051023.52,8.23,100.0
Gibraltar,GIB,2014,477131996998.1093,2.935894736842105,100.0
Greece,GRC,2014,235458133124.608,4.24,100.0
Greenland,GRL,2014,2842048997.77283,2.935894736842105,100.0
Guam,GUM,2014,5610000000.0,2.935894736842105,100.0
"Hong Kong SAR, China",HKG,2014,291459356985.337,2.935894736842105,100.0
Hungary,HUN,2014,141078984816.675,6.98,100.0
Iceland,ISL,2014,17867662177.8911,3.16,100.0
Indonesia,IDN,2014,890814755233.225,0.94,97.0100021362305
Ireland,IRL,2014,258969649063.72,2.57,100.0
Isle of Man,IMN,2014,7708834951.45631,2.935894736842105,100.0
Italy,ITA,2014,2162009615996.54,3.21,100.0
Japan,JPN,2014,4896994405353.29,13.21,100.0
Kazakhstan,KAZ,2014,221415572819.5,6.06,100.0
Kiribati,KIR,2014,177862310.350122,2.935894736842105,83.4539489746094
"Korea, Dem. People's Rep.",PRK,2014,477131996998.1093,2.935894736842105,38.3261299133301
"Korea, Rep.",KOR,2014,1484318219633.63,11.59,100.0
Kosovo,XKX,2014,7074657898.23303,2.935894736842105,99.6800003051758
Kyrgyz Republic,KGZ,2014,7468096566.71158,4.41,99.8000030517578
Lao PDR,LAO,2014,13279248478.8161,2.935894736842105,83.1340408325195
Latvia,LVA,2014,31386896487.0407,5.66,100.0
Liechtenstein,LIE,2014,6657170923.37918,2.935894736842105,100.0
Lithuania,LTU,2014,48533659592.1728,7.26,100.0
Luxembourg,LUX,2014,68804811897.6445,5.05,100.0
"Macao SAR, China",MAC,2014,54903031137.7096,2.935894736842105,100.0
Malaysia,MYS,2014,338061963396.376,2.935894736842105,99.6509399414063
Marshall Islands,MHL,2014,182142800.0,2.935894736842105,91.8208770751953
"Micronesia, Fed. Sts.",FSM,2014,319271200.0,2.935894736842105,72.0532455444336
Moldova,MDA,2014,9510198961.57287,5.66,100.0
Monaco,MCO,2014,7069616048.89066,2.935894736842105,100.0
Mongolia,MNG,2014,12226514722.0861,2.935894736842105,87.0788269042969
Montenegro,MNE,2014,4593852089.0956,3.93,97.6999969482422
Myanmar,MMR,2014,63264892768.3726,2.935894736842105,52.0
Nauru,NRU,2014,104654365.188653,2.935894736842105,99.3377914428711
Netherlands,NLD,2014,892167986713.722,2.935894736842105,100.0
New Caledonia,NCL,2014,10635039738.6899,2.935894736842105,100.0
New Zealand,NZL,2014,201313497220.917,2.76,100.0
North Macedonia,MKD,2014,11362272837.8818,4.4,100.0
Northern Mariana Islands,MNP,2014,832000000.0,2.935894736842105,100.0
Norway,NOR,2014,498410050251.256,3.84,100.0
Palau,PLW,2014,241669800.0,2.935894736842105,99.810302734375
Papua New Guinea,PNG,2014,23210682538.3928,2.935894736842105,40.0504913330078
Philippines,PHL,2014,297483247101.038,0.99,89.7203674316406
Poland,POL,2014,542477096211.761,6.63,100.0
Portugal,PRT,2014,229901964221.884,3.32,100.0
Romania,ROU,2014,199959363430.073,6.71,100.0
Russian Federation,RUS,2014,2059241965490.83,8.81,100.0
Samoa,WSM,2014,756805950.228193,2.935894736842105,97.9000015258789
San Marino,SMR,2014,1673973694.69908,2.935894736842105,100.0
Serbia,SRB,2014,47062206677.6539,5.52,99.6607971191406
Singapore,SGP,2014,314851156183.411,2.24,100.0
Slovak Republic,SVK,2014,101089178418.029,5.79,100.0
Slovenia,SVN,2014,49997186439.0916,4.54,100.0
Solomon Islands,SLB,2014,1335584911.8002,2.935894736842105,50.3067588806152
Spain,ESP,2014,1371222712535.68,2.97,100.0
Sweden,SWE,2014,581964017237.095,2.54,100.0
Switzerland,CHE,2014,734396591036.932,4.73,100.0
Tajikistan,TJK,2014,9112544556.05962,4.67,98.9646224975586
Thailand,THA,2014,407339454060.678,2.935894736842105,99.4619445800781
Timor-Leste,TLS,2014,1447307100.0,2.935894736842105,62.4426078796387
Tonga,TON,2014,439878828.008608,2.935894736842105,95.7897033691406
Turkiye,TUR,2014,938952628604.067,2.68,100.0
Turkmenistan,TKM,2014,43524210526.3158,4.03,99.9351043701172
Tuvalu,TUV,2014,38759689.9224806,2.935894736842105,97.703857421875
Ukraine,UKR,2014,133503411375.739,7.46,100.0
United Kingdom,GBR,2014,3087165602962.86,2.73,100.0
Uzbekistan,UZB,2014,80845384375.1236,3.98,100.0
Vanuatu,VUT,2014,772315721.265827,2.935894736842105,49.057445526123
Vietnam,VNM,2014,233449971628.523,2.6,99.1999969482422
Albania,ALB,2015,11386850129.8411,2.434842105263158,99.9800033569336
American Samoa,ASM,2015,673000000.0,2.434842105263158,94.5968779714484
Andorra,AND,2015,2789881258.50362,2.434842105263158,100.0
Armenia,ARM,2015,10553337672.9872,4.2,100.0
Australia,AUS,2015,1350534154255.76,3.82,100.0
Austria,AUT,2015,381971148530.543,7.54,100.0
Azerbaijan,AZE,2015,53074370486.0433,2.434842105263158,100.0
Belarus,BLR,2015,56454734396.5842,2.434842105263158,100.0
Belgium,BEL,2015,462335574841.484,5.83,100.0
Bosnia and Herzegovina,BIH,2015,16219819343.5214,2.434842105263158,99.6999969482422
Brunei Darussalam,BRN,2015,12930394937.8137,2.77,100.0
Bulgaria,BGR,2015,50781996712.7635,7.24,100.0
Cambodia,KHM,2015,18049954289.4229,0.8,64.9104232788086
Channel Islands,CHI,2015,441565725822.5872,2.434842105263158,100.0
China,CHN,2015,11061553079871.5,3.79,100.0
Croatia,HRV,2015,50163192883.1515,5.56,100.0
Cyprus,CYP,2015,19842404304.8929,3.42,100.0
Czechia,CZE,2015,188033050459.881,6.67,100.0
Denmark,DNK,2015,302673070846.857,2.53,100.0
Estonia,EST,2015,22890762090.1508,4.96,100.0
Faroe Islands,FRO,2015,2561824640.6754,2.434842105263158,100.0
Fiji,FJI,2015,4682546863.08162,1.87,95.1682434082031
Finland,FIN,2015,234534382384.766,4.35,100.0
France,FRA,2015,2439188643162.5,6.13,100.0
French Polynesia,PYF,2015,5325848045.4324,2.434842105263158,100.0
Georgia,GEO,2015,14953950557.4406,2.434842105263158,100.0
Germany,DEU,2015,3357585719351.56,8.13,100.0
Gibraltar,GIB,2015,441565725822.5872,2.434842105263158,100.0
Greece,GRC,2015,195683527003.375,4.25,100.0
Greenland,GRL,2015,2499115623.00272,2.434842105263158,100.0
Guam,GUM,2015,5799000000.0,2.434842105263158,100.0
"Hong Kong SAR, China",HKG,2015,309383627028.561,2.434842105263158,100.0
Hungary,HUN,2015,125210324613.14,6.99,100.0
Iceland,ISL,2015,17517210519.0912,3.12,100.0
Indonesia,IDN,2015,860854235065.079,0.98,97.5373687744141
Ireland,IRL,2015,291580037584.33,2.92,100.0
Isle of Man,IMN,2015,7085288006.11154,2.434842105263158,100.0
Italy,ITA,2015,1836637711060.55,3.2,100.0
Japan,JPN,2015,4444930651964.18,13.17,100.0
Kazakhstan,KAZ,2015,184388432148.715,2.434842105263158,100.0
Kiribati,KIR,2015,170291001.98321,1.9,90.5581817626953
"Korea, Dem. People's Rep.",PRK,2015,441565725822.5872,2.434842105263158,40.6374969482422
"Korea, Rep.",KOR,2015,1465773245547.15,11.61,100.0
Kosovo,XKX,2015,6295820481.52668,2.434842105263158,99.8600006103516
Kyrgyz Republic,KGZ,2015,6678178340.45121,2.434842105263158,98.6900024414063
Lao PDR,LAO,2015,14426381187.0894,2.434842105263158,89.6999969482422
Latvia,LVA,2015,27263090547.0617,5.69,100.0
Liechtenstein,LIE,2015,6268391521.19701,2.434842105263158,100.0
Lithuania,LTU,2015,41435533340.3883,6.97,100.0
Luxembourg,LUX,2015,60071584216.1375,4.93,100.0
"Macao SAR, China",MAC,2015,45047964934.2517,2.434842105263158,100.0
Malaysia,MYS,2015,301354803994.367,1.86,99.7788162231445
Marshall Islands,MHL,2015,183814300.0,2.434842105263158,92.5262756347656
"Micronesia, Fed. Sts.",FSM,2015,316489900.0,2.434842105263158,73.9390563964844
Moldova,MDA,2015,7745241912.94722,2.434842105263158,100.0
Monaco,MCO,2015,6261622101.40908,2.434842105263158,100.0
Mongolia,MNG,2015,11619892396.0767,7.0,88.4001770019531
Montenegro,MNE,2015,4054728172.94375,3.93,100.0
Myanmar,MMR,2015,63045305229.1046,2.434842105263158,60.5
Nauru,NRU,2015,86529661.3694983,2.434842105263158,99.0
Netherlands,NLD,2015,765572770634.375,3.49,100.0
New Caledonia,NCL,2015,8738205836.7394,2.434842105263158,100.0
New Zealand,NZL,2015,178064471137.921,2.72,100.0
North Macedonia,MKD,2015,10064515432.0265,4.39,100.0
Northern Mariana Islands,MNP,2015,910000000.0,2.434842105263158,100.0
Norway,NOR,2015,385801550067.169,3.76,100.0
Palau,PLW,2015,280457700.0,2.434842105263158,99.3692398071289
Papua New Guinea,PNG,2015,21723531173.2409,2.434842105263158,42.8782196044922
Philippines,PHL,2015,306446140628.709,2.434842105263158,89.0800018310547
Poland,POL,2015,477811911394.084,6.63,100.0
Portugal,PRT,2015,199394066525.44,3.37,100.0
Romania,ROU,2015,177729210874.504,6.79,100.0
Russian Federation,RUS,2015,1363481063446.77,8.35,95.5
Samoa,WSM,2015,788307314.850856,2.434842105263158,99.0670852661133
San Marino,SMR,2015,1419394763.11994,2.434842105263158,100.0
Serbia,SRB,2015,39655958842.5478,5.58,99.9000015258789
Singapore,SGP,2015,308004146057.608,2.4,100.0
Slovak Republic,SVK,2015,88636928904.6449,5.75,100.0
Slovenia,SVN,2015,43107506024.3254,4.51,100.0
Solomon Islands,SLB,2015,1307082934.28683,2.434842105263158,55.0999984741211
Spain,ESP,2015,1195599995808.59,2.98,100.0
Sweden,SWE,2015,505103781349.757,2.44,100.0
Switzerland,CHE,2015,702149580770.901,4.73,100.0
Tajikistan,TJK,2015,8271454300.59548,2.434842105263158,98.0
Thailand,THA,2015,401296437424.995,2.434842105263158,99.5999984741211
Timor-Leste,TLS,2015,1594410900.0,2.434842105263158,67.2815322875977
Tonga,TON,2015,437006227.162781,2.434842105263158,100.0
Turkiye,TUR,2015,864316670330.882,2.68,100.0
Turkmenistan,TKM,2015,35799714285.7143,2.434842105263158,100.0
Tuvalu,TUV,2015,36811659.5297123,2.434842105263158,98.0148849487305
Ukraine,UKR,2015,91030959454.6961,2.434842105263158,100.0
United Kingdom,GBR,2015,2956573778737.76,2.61,100.0
Uzbekistan,UZB,2015,86196265191.6645,2.434842105263158,100.0
Vanuatu,VUT,2015,730870581.672312,2.434842105263158,52.2051010131836
Vietnam,VNM,2015,239257234710.757,2.434842105263158,99.8213043212891
Albania,ALB,2016,11861199830.8396,2.3905263157894736,99.8899993896484
American Samoa,ASM,2016,671000000.0,2.3905263157894736,95.04234984548468
Andorra,AND,2016,2896610479.73077,2.3905263157894736,100.0
Armenia,ARM,2016,10546135160.031,2.3905263157894736,99.8000030517578
Australia,AUS,2016,1206685107002.47,3.84,100.0
Austria,AUT,2016,395837353031.499,7.42,100.0
Azerbaijan,AZE,2016,37867518957.1975,2.3905263157894736,100.0
Belarus,BLR,2016,47722657820.6675,2.3905263157894736,100.0
Belgium,BEL,2016,476062757356.927,5.76,100.0
Bosnia and Herzegovina,BIH,2016,16914287593.2899,2.3905263157894736,100.0
Brunei Darussalam,BRN,2016,11400854267.7188,2.76,100.0
Bulgaria,BGR,2016,53953897624.4344,7.27,100.0
Cambodia,KHM,2016,20016747754.0192,0.9,69.5443115234375
Channel Islands,CHI,2016,449000989054.89294,2.3905263157894736,100.0
China,CHN,2016,11233276536744.7,4.02,100.0
Croatia,HRV,2016,52295158344.2544,5.49,100.0
Cyprus,CYP,2016,20953442550.3653,3.43,100.0
Czechia,CZE,2016,196272068576.338,6.66,100.0
Denmark,DNK,2016,313115929314.339,2.6,100.0
Estonia,EST,2016,24072829276.7744,4.76,100.0
Faroe Islands,FRO,2016,2804863556.01111,2.3905263157894736,100.0
Fiji,FJI,2016,4930204229.72263,2.0,96.5617446899414
Finland,FIN,2016,240771351298.833,3.97,100.0
France,FRA,2016,2472964344587.17,6.06,100.0
French Polynesia,PYF,2016,5497037292.63831,2.3905263157894736,100.0
Georgia,GEO,2016,15141758566.7808,2.3905263157894736,100.0
Germany,DEU,2016,3469853463945.53,8.06,100.0
Gibraltar,GIB,2016,449000989054.89294,2.3905263157894736,100.0
Greece,GRC,2016,193148146586.933,4.2,100.0
Greenland,GRL,2016,2707146783.13056,2.3905263157894736,100.0
Guam,GUM,2016,5901000000.0,2.3905263157894736,100.0
"Hong Kong SAR, China",HKG,2016,320858250776.188,2.3905263157894736,100.0
Hungary,HUN,2016,128636108315.474,7.0,100.0
Iceland,ISL,2016,20793168030.9524,3.13,100.0
Indonesia,IDN,2016,931877364177.742,0.99,97.620002746582
Ireland,IRL,2016,298928152644.686,2.96,100.0
Isle of Man,IMN,2016,6846691871.45558,2.3905263157894736,100.0
Italy,ITA,2016,1877071687633.78,3.17,100.0
Japan,JPN,2016,5003677627544.24,13.11,100.0
Kazakhstan,KAZ,2016,137278320084.171,2.3905263157894736,100.0
Kiribati,KIR,2016,178509814.059419,1.86,92.7996139526367
"Korea, Dem. People's Rep.",PRK,2016,449000989054.89294,2.3905263157894736,42.9607353210449
"Korea, Rep.",KOR,2016,1500111596236.37,11.98,100.0
Kosovo,XKX,2016,6682832632.27806,2.3905263157894736,99.8000030517578
Kyrgyz Republic,KGZ,2016,6813092065.83507,2.3905263157894736,99.7099990844727
Lao PDR,LAO,2016,15912495368.8717,2.3905263157894736,90.5495300292969
Latvia,LVA,2016,28083597512.4841,5.72,100.0
Liechtenstein,LIE,2016,6237264055.20601,2.3905263157894736,100.0
Lithuania,LTU,2016,43047309305.7363,6.69,100.0
Luxembourg,LUX,2016,62216885435.9488,4.81,100.0
"Macao SAR, China",MAC,2016,45070605746.0194,2.3905263157894736,100.0
Malaysia,MYS,2016,301255380276.258,1.62,99.9000015258789
Marshall Islands,MHL,2016,201510900.0,2.3905263157894736,93.3688278198242
"Micronesia, Fed. Sts.",FSM,2016,332265200.0,2.3905263157894736,75.9620132446289
Moldova,MDA,2016,8071469355.2527,2.3905263157894736,100.0
Monaco,MCO,2016,6472990923.1791,2.3905263157894736,100.0
Mongolia,MNG,2016,11181350461.4723,7.0,89.8384094238281
Montenegro,MNE,2016,4376929571.63126,3.93,100.0
Myanmar,MMR,2016,60291736893.9397,1.04,55.5999984741211
Nauru,NRU,2016,99723394.9628767,2.3905263157894736,99.7128829956055
Netherlands,NLD,2016,784060430240.08,3.41,100.0
New Caledonia,NCL,2016,8724570249.74306,2.3905263157894736,100.0
New Zealand,NZL,2016,188838342527.975,2.74,100.0
North Macedonia,MKD,2016,10672471860.7184,4.37,100.0
Northern Mariana Islands,MNP,2016,1230000000.0,2.3905263157894736,100.0
Norway,NOR,2016,368827142857.143,3.68,100.0
Palau,PLW,2016,298300000.0,2.3905263157894736,100.0
Papua New Guinea,PNG,2016,20759069103.0961,2.3905263157894736,49.4000015258789
Philippines,PHL,2016,318626761492.867,2.3905263157894736,92.0665054321289
Poland,POL,2016,472630364208.177,6.64,100.0
Portugal,PRT,2016,206426152308.931,3.39,100.0
Romania,ROU,2016,188128818486.401,6.84,99.0999984741211
Russian Federation,RUS,2016,1276786979221.81,8.16,100.0
Samoa,WSM,2016,799493897.539886,2.3905263157894736,99.623291015625
San Marino,SMR,2016,1468377241.53199,2.3905263157894736,100.0
Serbia,SRB,2016,40692643373.0327,5.59,100.0
Singapore,SGP,2016,318832428519.725,2.48,100.0
Slovak Republic,SVK,2016,89674927723.2422,5.78,100.0
Slovenia,SVN,2016,44766722790.5826,4.49,100.0
Solomon Islands,SLB,2016,1378543909.3128,2.3905263157894736,58.3271942138672
Spain,ESP,2016,1232912963206.23,2.97,100.0
Sweden,SWE,2016,515654671469.547,2.34,100.0
Switzerland,CHE,2016,695600652899.283,4.69,100.0
Tajikistan,TJK,2016,6992393787.40891,2.3905263157894736,99.2083129882813
Thailand,THA,2016,413366150655.591,2.3905263157894736,99.8499603271484
Timor-Leste,TLS,2016,1650618500.0,2.3905263157894736,76.5
Tonga,TON,2016,420540178.571429,2.3905263157894736,97.0199966430664
Turkiye,TUR,2016,869692960365.551,2.75,100.0
Turkmenistan,TKM,2016,36169428571.4286,2.3905263157894736,99.9898986816406
Tuvalu,TUV,2016,41629497.4724948,2.3905263157894736,97.3000030517578
Ukraine,UKR,2016,93355993628.5042,2.3905263157894736,100.0
United Kingdom,GBR,2016,2722851958486.23,2.57,100.0
Uzbekistan,UZB,2016,86138288615.1218,2.3905263157894736,100.0
Vanuatu,VUT,2016,780889605.899977,2.3905263157894736,57.8199996948242
Vietnam,VNM,2016,257095955975.529,2.3905263157894736,99.1999969482422
Albania,ALB,2017,13019689336.6919,2.3008421052631576,99.8899993896484
American Samoa,ASM,2017,612000000.0,2.3008421052631576,95.66453821282636
Andorra,AND,2017,3000162081.11976,2.3008421052631576,100.0
Armenia,ARM,2017,11527458565.7334,2.3008421052631576,99.6999969482422
Australia,AUS,2017,1326882872011.46,2.3008421052631576,100.0
Austria,AUT,2017,417261151844.977,7.37,100.0
Azerbaijan,AZE,2017,40865558912.3867,2.3008421052631576,100.0
Belarus,BLR,2017,54726595249.1849,2.3008421052631576,100.0
Belgium,BEL,2017,502764720556.354,5.66,100.0
Bosnia and Herzegovina,BIH,2017,18079076426.8667,2.3008421052631576,100.0
Brunei Darussalam,BRN,2017,12128104859.1498,2.85,100.0
Bulgaria,BGR,2017,59199447421.4924,7.45,100.0
Cambodia,KHM,2017,22177200511.5811,2.3008421052631576,89.0699996948242
Channel Islands,CHI,2017,477738669095.3345,2.3008421052631576,100.0
China,CHN,2017,12310409370894.2,4.31,100.0
Croatia,HRV,2017,56214427431.2,5.54,100.0
Cyprus,CYP,2017,22870833709.8961,3.4,100.0
Czechia,CZE,2017,218628940951.675,6.63,100.0
Denmark,DNK,2017,332121063806.391,2.61,100.0
Estonia,EST,2017,26924385103.0659,4.69,100.0
Faroe Islands,FRO,2017,2969876872.28339,2.3008421052631576,100.0
Fiji,FJI,2017,5353404422.08138,2.3008421052631576,96.0
Finland,FIN,2017,255647979916.471,3.28,100.0
France,FRA,2017,2595151045197.65,5.98,100.0
French Polynesia,PYF,2017,5833351477.8985,2.3008421052631576,100.0
Georgia,GEO,2017,16242916915.7203,2.3008421052631576,100.0
Germany,DEU,2017,3690849152517.65,8.0,100.0
Gibraltar,GIB,2017,477738669095.3345,2.3008421052631576,100.0
Greece,GRC,2017,199844406013.531,4.21,100.0
Greenland,GRL,2017,2851610655.92391,2.3008421052631576,100.0
Guam,GUM,2017,6013000000.0,2.3008421052631576,100.0
"Hong Kong SAR, China",HKG,2017,341273289534.466,2.3008421052631576,100.0
Hungary,HUN,2017,143136245596.988,7.02,100.0
Iceland,ISL,2017,24728285177.4603,3.06,100.0
Indonesia,IDN,2017,1015618742565.81,1.04,98.1399993896484
Ireland,IRL,2017,335430829594.026,2.97,100.0
Isle of Man,IMN,2017,6979581724.58172,2.3008421052631576,100.0
Italy,ITA,2017,1961796197354.36,3.18,100.0
Japan,JPN,2017,4930837369151.42,13.05,100.0
Kazakhstan,KAZ,2017,166805800595.704,2.3008421052631576,100.0
Kiribati,KIR,2017,188192060.085837,2.3008421052631576,86.1764450073242
"Korea, Dem. People's Rep.",PRK,2017,477738669095.3345,2.3008421052631576,45.2928771972656
"Korea, Rep.",KOR,2017,1623901496835.79,12.27,100.0
Kosovo,XKX,2017,7180813375.50836,2.3008421052631576,99.8000030517578
Kyrgyz Republic,KGZ,2017,7702934800.12836,2.3008421052631576,100.0
Lao PDR,LAO,2017,17071162084.4067,2.3008421052631576,93.5999984741211
Latvia,LVA,2017,30483806017.8318,5.57,100.0
Liechtenstein,LIE,2017,6474256118.61481,2.3008421052631576,100.0
Lithuania,LTU,2017,47758736931.7801,6.56,100.0
Luxembourg,LUX,2017,65712180342.9836,4.66,100.0
"Macao SAR, China",MAC,2017,50440941938.6992,2.3008421052631576,100.0
Malaysia,MYS,2017,319112136545.438,1.88,99.9524841308594
Marshall Islands,MHL,2017,213204100.0,2.3008421052631576,94.2973480224609
"Micronesia, Fed. Sts.",FSM,2017,366666800.0,2.3008421052631576,77.9439086914063
Moldova,MDA,2017,9669741744.22001,2.3008421052631576,99.9800033569336
Monaco,MCO,2017,6431314957.07185,2.3008421052631576,100.0
Mongolia,MNG,2017,11480847745.3187,8.0,92.512565612793
Montenegro,MNE,2017,4856602178.63417,3.86,100.0
Myanmar,MMR,2017,61449392056.1488,1.04,69.8148345947266
Nauru,NRU,2017,109359680.217211,2.3008421052631576,99.8700408935547
Netherlands,NLD,2017,833869641687.06,3.28,100.0
New Caledonia,NCL,2017,9173668102.13844,2.3008421052631576,100.0
New Zealand,NZL,2017,206623758800.159,2.73,100.0
North Macedonia,MKD,2017,11307058382.3435,4.28,100.0
Northern Mariana Islands,MNP,2017,1560000000.0,2.3008421052631576,100.0
Norway,NOR,2017,398393955268.99,3.6,100.0
Palau,PLW,2017,285300000.0,2.3008421052631576,100.0
Papua New Guinea,PNG,2017,22742613553.6879,2.3008421052631576,54.4000015258789
Philippines,PHL,2017,328480867142.69,2.3008421052631576,93.0
Poland,POL,2017,526508877305.321,6.62,100.0
Portugal,PRT,2017,221357874718.93,3.39,100.0
Romania,ROU,2017,211695422578.655,6.89,100.0
Russian Federation,RUS,2017,1574199387070.9,8.05,100.0
Samoa,WSM,2017,832025556.081401,2.3008421052631576,96.8000030517578
San Marino,SMR,2017,1528630704.92544,2.3008421052631576,100.0
Serbia,SRB,2017,44179055279.8887,5.61,100.0
Singapore,SGP,2017,343193352161.634,2.49,100.0
Slovak Republic,SVK,2017,95393515077.7472,5.82,100.0
Slovenia,SVN,2017,48589100043.0954,4.5,100.0
Solomon Islands,SLB,2017,1483793468.06299,2.3008421052631576,62.9000015258789
Spain,ESP,2017,1312539279462.36,2.97,100.0
Sweden,SWE,2017,541018749769.097,2.21,100.0
Switzerland,CHE,2017,704478516963.855,4.65,100.0
Tajikistan,TJK,2017,7536439875.08334,2.3008421052631576,99.3000030517578
Thailand,THA,2017,456356961443.497,2.3008421052631576,99.9000015258789
Timor-Leste,TLS,2017,1615609700.0,2.3008421052631576,79.7789611816406
