CountryName,CountryCode,Year,GDP,HBD,ATE
Tonga,TON,2017,460379144.989821,2.3008421052631576,98.361572265625
Turkiye,TUR,2017,858996263095.858,2.81,100.0
Turkmenistan,TKM,2017,37926285714.2857,2.3008421052631576,99.9962463378906
Tuvalu,TUV,2017,45217657.8786021,2.3008421052631576,98.8538360595703
Ukraine,UKR,2017,112090530368.543,2.3008421052631576,100.0
United Kingdom,GBR,2017,2699016715111.39,2.54,100.0
Uzbekistan,UZB,2017,62081323299.0324,2.3008421052631576,100.0
Vanuatu,VUT,2017,880062103.045053,2.3008421052631576,62.7999992370605
Vietnam,VNM,2017,281353402175.236,2.3008421052631576,100.0
Albania,ALB,2018,15156432309.8977,1.575894736842105,100.0
American Samoa,ASM,2018,639000000.0,1.575894736842105,94.87105415745783
Andorra,AND,2018,3218419896.9641,1.575894736842105,100.0
Armenia,ARM,2018,12457941907.0333,1.575894736842105,99.9000015258789
Australia,AUS,2018,1428529571351.06,1.575894736842105,100.0
Austria,AUT,2018,455168151938.941,7.27,100.0
Azerbaijan,AZE,2018,47112941176.4706,1.575894736842105,100.0
Belarus,BLR,2018,60031262269.3365,1.575894736842105,100.0
Belgium,BEL,2018,543347368038.353,5.62,100.0
Bosnia and Herzegovina,BIH,2018,20177422311.0773,1.575894736842105,100.0
Brunei Darussalam,BRN,2018,13567351175.0315,1.575894736842105,100.0
Bulgaria,BGR,2018,66363422450.2112,1.575894736842105,100.0
Cambodia,KHM,2018,24571753583.4922,1.575894736842105,81.0756530761719
Channel Islands,CHI,2018,516462792789.9664,1.575894736842105,100.0
China,CHN,2018,13894817549380.3,1.575894736842105,100.0
Croatia,HRV,2018,62247874948.8225,1.575894736842105,100.0
Cyprus,CYP,2018,25522671232.8767,1.575894736842105,100.0
Czechia,CZE,2018,248950103352.137,6.62,100.0
Denmark,DNK,2018,356841216410.068,2.43,100.0
Estonia,EST,2018,30489500904.8564,4.57,100.0
Faroe Islands,FRO,2018,3180074747.41076,1.575894736842105,100.0
Fiji,FJI,2018,5581371850.14851,1.575894736842105,99.3725051879883
Finland,FIN,2018,275715087494.902,3.61,100.0
France,FRA,2018,2790956878746.66,5.91,100.0
French Polynesia,PYF,2018,6135117589.07754,1.575894736842105,100.0
Georgia,GEO,2018,17596922469.9152,1.575894736842105,99.9000015258789
Germany,DEU,2018,3977289455388.23,1.575894736842105,100.0
Gibraltar,GIB,2018,516462792789.9664,1.575894736842105,100.0
Greece,GRC,2018,212049447242.111,4.2,100.0
Greenland,GRL,2018,3055791340.7025,1.575894736842105,100.0
Guam,GUM,2018,6060000000.0,1.575894736842105,100.0
"Hong Kong SAR, China",HKG,2018,361731070995.726,1.575894736842105,100.0
Hungary,HUN,2018,160586833778.457,7.01,100.0
Iceland,ISL,2018,26267063757.5495,2.87,100.0
Indonesia,IDN,2018,1042271531011.99,1.575894736842105,98.5100021362305
Ireland,IRL,2018,385041711506.234,2.97,100.0
Isle of Man,IMN,2018,7491969312.87525,1.575894736842105,100.0
Italy,ITA,2018,2091932426266.98,3.14,100.0
Japan,JPN,2018,5037835383110.97,12.98,100.0
Kazakhstan,KAZ,2018,179339994859.384,1.575894736842105,100.0
Kiribati,KIR,2018,196230573.819486,1.575894736842105,88.1031646728516
"Korea, Dem. People's Rep.",PRK,2018,516462792789.9664,1.575894736842105,47.6309547424316
"Korea, Rep.",KOR,2018,1724845615629.26,12.43,100.0
Kosovo,XKX,2018,7878508502.59802,1.575894736842105,94.87105415745783
Kyrgyz Republic,KGZ,2018,8271108638.39931,1.575894736842105,100.0
Lao PDR,LAO,2018,18141651381.3884,1.575894736842105,97.7971572875977
Latvia,LVA,2018,34429023435.0211,5.49,100.0
Liechtenstein,LIE,2018,6692504346.04765,1.575894736842105,100.0
Lithuania,LTU,2018,53750911865.687,6.43,100.0
Luxembourg,LUX,2018,71285019397.4133,4.51,100.0
"Macao SAR, China",MAC,2018,55284360483.1217,1.575894736842105,100.0
Malaysia,MYS,2018,358791513221.482,1.575894736842105,99.9922409057617
Marshall Islands,MHL,2018,221588900.0,1.575894736842105,95.9162902832031
"Micronesia, Fed. Sts.",FSM,2018,401932300.0,1.575894736842105,79.7029113769531
Moldova,MDA,2018,11457443185.0542,1.575894736842105,99.9899978637695
Monaco,MCO,2018,7194024563.06094,1.575894736842105,100.0
Mongolia,MNG,2018,13178094459.4548,1.575894736842105,98.0999984741211
Montenegro,MNE,2018,5506944403.30186,1.575894736842105,100.0
Myanmar,MMR,2018,67144725830.5753,1.575894736842105,66.2272796630859
Nauru,NRU,2018,124021393.690412,1.575894736842105,99.92822265625
Netherlands,NLD,2018,914043438179.607,3.17,100.0
New Caledonia,NCL,2018,9846922416.14776,1.575894736842105,100.0
New Zealand,NZL,2018,211953111035.513,2.62,100.0
North Macedonia,MKD,2018,12683070061.4695,1.575894736842105,99.8000030517578
Northern Mariana Islands,MNP,2018,1302000000.0,1.575894736842105,100.0
Norway,NOR,2018,436999692591.454,3.53,100.0
Palau,PLW,2018,284700000.0,1.575894736842105,100.0
Papua New Guinea,PNG,2018,24109509852.7402,1.575894736842105,55.7273864746094
Philippines,PHL,2018,346842094175.24,1.575894736842105,94.4482650756836
Poland,POL,2018,587411745161.558,6.54,100.0
Portugal,PRT,2018,242313116577.967,3.45,100.0
Romania,ROU,2018,241457403085.042,1.575894736842105,100.0
Russian Federation,RUS,2018,1657329646183.62,7.12,100.0
Samoa,WSM,2018,821286938.902743,1.575894736842105,99.9944763183594
San Marino,SMR,2018,1655300897.49646,1.575894736842105,100.0
Serbia,SRB,2018,50640650221.4622,1.575894736842105,100.0
Singapore,SGP,2018,376998146500.593,1.575894736842105,100.0
Slovak Republic,SVK,2018,105612792516.582,5.7,100.0
Slovenia,SVN,2018,54163591695.32,4.43,100.0
Solomon Islands,SLB,2018,1574622018.23326,1.575894736842105,66.1797637939453
Spain,ESP,2018,1420994142512.16,2.97,100.0
Sweden,SWE,2018,555455371487.089,2.14,100.0
Switzerland,CHE,2018,735539301552.674,4.63,100.0
Tajikistan,TJK,2018,7765014424.33779,1.575894736842105,99.3000030517578
Thailand,THA,2018,506754616189.315,1.575894736842105,99.8199996948242
Timor-Leste,TLS,2018,1583876200.0,1.575894736842105,85.3814010620117
Tonga,TON,2018,489235527.395387,1.575894736842105,99.132568359375
Turkiye,TUR,2018,778471901665.148,2.85,100.0
Turkmenistan,TKM,2018,40765428571.4286,1.575894736842105,100.0
Tuvalu,TUV,2018,47818290.4961148,1.575894736842105,99.0653839111328
Ukraine,UKR,2018,130891049796.879,1.575894736842105,100.0
United Kingdom,GBR,2018,2900791442554.06,2.5,100.0
Uzbekistan,UZB,2018,52633143808.1824,1.575894736842105,100.0
Vanuatu,VUT,2018,914736985.430944,1.575894736842105,61.7545127868652
Vietnam,VNM,2018,308702086757.617,1.575894736842105,100.0
Albania,ALB,2019,15401830754.0773,0.2136842105263158,100.0
American Samoa,ASM,2019,648000000.0,0.2136842105263158,96.23557847675524
Andorra,AND,2019,3155149347.80639,0.2136842105263158,100.0
Armenia,ARM,2019,13619291361.2814,0.2136842105263158,100.0
Australia,AUS,2019,1391952510370.48,0.2136842105263158,100.0
Austria,AUT,2019,445011872704.47,0.2136842105263158,100.0
Azerbaijan,AZE,2019,48174235294.1176,0.2136842105263158,100.0
Belarus,BLR,2019,64409647193.8044,0.2136842105263158,100.0
Belgium,BEL,2019,535376258146.666,5.58,100.0
Bosnia and Herzegovina,BIH,2019,20201323282.5451,0.2136842105263158,100.0
Brunei Darussalam,BRN,2019,13469422958.5105,0.2136842105263158,100.0
Bulgaria,BGR,2019,68915416141.9576,0.2136842105263158,100.0
Cambodia,KHM,2019,27089389786.979,0.2136842105263158,84.0
Channel Islands,CHI,2019,519179760450.5813,0.2136842105263158,100.0
China,CHN,2019,14279937500608.0,0.2136842105263158,100.0
Croatia,HRV,2019,62246206340.5469,0.2136842105263158,100.0
Cyprus,CYP,2019,25758357774.5438,0.2136842105263158,100.0
Czechia,CZE,2019,252498032247.163,0.2136842105263158,100.0
Denmark,DNK,2019,347561349210.979,2.6,100.0
Estonia,EST,2019,31045591753.4901,0.2136842105263158,100.0
Faroe Islands,FRO,2019,3268839775.69197,0.2136842105263158,100.0
Fiji,FJI,2019,5496264765.78411,0.2136842105263158,99.7158813476563
Finland,FIN,2019,268508200125.49,0.2136842105263158,100.0
France,FRA,2019,2728870246705.88,0.2136842105263158,100.0
French Polynesia,PYF,2019,6008055247.77908,0.2136842105263158,100.0
Georgia,GEO,2019,17470436258.5131,0.2136842105263158,100.0
Germany,DEU,2019,3888326788627.44,0.2136842105263158,100.0
Gibraltar,GIB,2019,519179760450.5813,0.2136842105263158,100.0
Greece,GRC,2019,205144152830.847,0.2136842105263158,100.0
Greenland,GRL,2019,2994332323.74726,0.2136842105263158,100.0
Guam,GUM,2019,6364000000.0,0.2136842105263158,100.0
"Hong Kong SAR, China",HKG,2019,363052489184.395,0.2136842105263158,100.0
Hungary,HUN,2019,163526491433.29,0.2136842105263158,100.0
Iceland,ISL,2019,24857740445.0401,2.83,100.0
Indonesia,IDN,2019,1119099868265.25,0.2136842105263158,98.8499984741211
Ireland,IRL,2019,399122063504.148,0.2136842105263158,100.0
Isle of Man,IMN,2019,7315388052.08067,0.2136842105263158,100.0
Italy,ITA,2019,2011285742552.15,0.2136842105263158,100.0
Japan,JPN,2019,5123318151510.62,0.2136842105263158,100.0
Kazakhstan,KAZ,2019,181667190075.541,0.2136842105263158,100.0
Kiribati,KIR,2019,177935349.322211,0.2136842105263158,90.0328521728516
"Korea, Dem. People's Rep.",PRK,2019,519179760450.5813,0.2136842105263158,49.9720001220703
"Korea, Rep.",KOR,2019,1651422932447.77,0.2136842105263158,100.0
Kosovo,XKX,2019,7899879086.43081,0.2136842105263158,100.0
Kyrgyz Republic,KGZ,2019,8871026074.19762,0.2136842105263158,99.8742370605469
Lao PDR,LAO,2019,18740559554.1632,0.2136842105263158,99.0920867919922
Latvia,LVA,2019,34308783825.3019,0.2136842105263158,100.0
Liechtenstein,LIE,2019,6427248943.44939,0.2136842105263158,100.0
Lithuania,LTU,2019,54697379017.3332,0.2136842105263158,100.0
Luxembourg,LUX,2019,70195715495.5136,4.26,100.0
"Macao SAR, China",MAC,2019,55204758069.5124,0.2136842105263158,100.0
Malaysia,MYS,2019,365276379480.99,0.2136842105263158,100.0
Marshall Islands,MHL,2019,239462200.0,0.2136842105263158,97.538200378418
"Micronesia, Fed. Sts.",FSM,2019,412479413.362129,0.2136842105263158,81.2767333984375
Moldova,MDA,2019,11971345002.7757,0.2136842105263158,100.0
Monaco,MCO,2019,7383745662.15157,0.2136842105263158,100.0
Mongolia,MNG,2019,14206359006.8095,0.2136842105263158,97.2299118041992
Montenegro,MNE,2019,5542201150.91048,0.2136842105263158,100.0
Myanmar,MMR,2019,68697759361.231,0.2136842105263158,68.358528137207
Nauru,NRU,2019,118724073.809183,0.2136842105263158,100.0
Netherlands,NLD,2019,910194347568.626,0.2136842105263158,100.0
New Caledonia,NCL,2019,9438130987.37298,0.2136842105263158,100.0
New Zealand,NZL,2019,213434571357.984,2.57,100.0
North Macedonia,MKD,2019,12606338448.547,0.2136842105263158,100.0
Northern Mariana Islands,MNP,2019,1182000000.0,0.2136842105263158,100.0
Norway,NOR,2019,404941363636.364,0.2136842105263158,100.0
Palau,PLW,2019,274200000.0,0.2136842105263158,100.0
Papua New Guinea,PNG,2019,24751344560.8856,0.2136842105263158,59.6629753112793
Philippines,PHL,2019,376823278561.196,0.2136842105263158,95.6450805664063
Poland,POL,2019,597280564671.563,0.2136842105263158,100.0
Portugal,PRT,2019,239986922638.902,0.2136842105263158,100.0
Romania,ROU,2019,249881592298.072,0.2136842105263158,100.0
Russian Federation,RUS,2019,1693113904262.89,0.2136842105263158,100.0
Samoa,WSM,2019,852007104.660046,0.2136842105263158,99.1999969482422
San Marino,SMR,2019,1616231696.0486,0.2136842105263158,100.0
Serbia,SRB,2019,51514222381.8428,0.2136842105263158,99.8000030517578
Singapore,SGP,2019,375472731271.075,0.2136842105263158,100.0
Slovak Republic,SVK,2019,105284375640.698,0.2136842105263158,100.0
Slovenia,SVN,2019,54178877605.9999,0.2136842105263158,100.0
Solomon Islands,SLB,2019,1570093229.25588,0.2136842105263158,69.8094177246094
Spain,ESP,2019,1393046093137.25,0.2136842105263158,100.0
Sweden,SWE,2019,533879529188.454,0.2136842105263158,100.0
Switzerland,CHE,2019,731767398052.879,0.2136842105263158,100.0
Tajikistan,TJK,2019,8300784856.87904,0.2136842105263158,99.6332092285156
Thailand,THA,2019,544081056184.697,0.2136842105263158,99.9000015258789
Timor-Leste,TLS,2019,2047931700.0,0.2136842105263158,90.7986526489258
Tonga,TON,2019,512350059.421629,0.2136842105263158,98.4000015258789
Turkiye,TUR,2019,761004425605.414,0.2136842105263158,100.0
Turkmenistan,TKM,2019,45231428571.4286,0.2136842105263158,99.9000015258789
Tuvalu,TUV,2019,54223149.1136601,0.2136842105263158,99.6999969482422
Ukraine,UKR,2019,153882982016.281,0.2136842105263158,100.0
United Kingdom,GBR,2019,2878673912414.44,2.46,100.0
Uzbekistan,UZB,2019,59907674027.4676,0.2136842105263158,100.0
Vanuatu,VUT,2019,936526267.622513,0.2136842105263158,64.5901870727539
Vietnam,VNM,2019,330391329475.734,0.2136842105263158,99.4000015258789
Albania,ALB,2020,15131866270.5936,0.0,100.0
American Samoa,ASM,2020,709000000.0,0.0,95.48847696404708
Andorra,AND,2020,2891001149.3611,0.0,100.0
Armenia,ARM,2020,12641209802.112,0.0,100.0
Australia,AUS,2020,1327836171068.51,0.0,100.0
Austria,AUT,2020,433258467676.515,0.0,100.0
Azerbaijan,AZE,2020,42693000000.0,0.0,100.0
Belarus,BLR,2020,61489588894.8211,0.0,100.0
Belgium,BEL,2020,521676942134.632,0.0,100.0
Bosnia and Herzegovina,BIH,2020,19955120004.6604,0.0,100.0
Brunei Darussalam,BRN,2020,12005825769.5087,0.0,100.0
Bulgaria,BGR,2020,69889347433.4324,0.0,99.6999969482422
Cambodia,KHM,2020,25872798012.1938,0.0,86.4000015258789
Channel Islands,CHI,2020,510457827366.1272,0.0,100.0
China,CHN,2020,14687673892882.0,0.0,100.0
Croatia,HRV,2020,57203783203.0259,0.0,100.0
Cyprus,CYP,2020,24692095945.1742,0.0,100.0
Czechia,CZE,2020,245339322066.759,0.0,100.0
Denmark,DNK,2020,356084867685.639,0.0,100.0
Estonia,EST,2020,30650285471.7215,0.0,100.0
Faroe Islands,FRO,2020,3240759988.99453,0.0,100.0
Fiji,FJI,2020,4574413823.31243,0.0,100.0
Finland,FIN,2020,271836962949.417,0.0,100.0
France,FRA,2020,2630317731455.26,0.0,100.0
French Polynesia,PYF,2020,5669368717.20724,0.0,100.0
Georgia,GEO,2020,15842922532.7202,0.0,100.0
Germany,DEU,2020,3846413928653.71,0.0,100.0
Gibraltar,GIB,2020,510457827366.1272,0.0,100.0
Greece,GRC,2020,188835201625.91,0.0,100.0
Greenland,GRL,2020,3075968328.69677,0.0,100.0
Guam,GUM,2020,5844000000.0,0.0,100.0
"Hong Kong SAR, China",HKG,2020,344881400505.337,0.0,100.0
Hungary,HUN,2020,156743134665.959,0.0,100.0
Iceland,ISL,2020,21718075725.2054,0.0,100.0
Indonesia,IDN,2020,1058688935454.78,0.0,96.9499969482422
Ireland,IRL,2020,425888950992.003,0.0,100.0
Isle of Man,IMN,2020,510457827366.1272,0.0,100.0
Italy,ITA,2020,1892574064222.11,0.0,100.0
Japan,JPN,2020,5040107754084.11,0.0,100.0
Kazakhstan,KAZ,2020,171082379532.988,0.0,100.0
Kiribati,KIR,2020,180911843.644622,0.0,91.9630279541016
"Korea, Dem. People's Rep.",PRK,2020,510457827366.1272,0.0,52.3135452270508
"Korea, Rep.",KOR,2020,1637895802792.9,0.0,100.0
Kosovo,XKX,2020,7716925356.12536,0.0,95.48847696404708
Kyrgyz Republic,KGZ,2020,7780874536.66054,0.0,99.9810485839844
Lao PDR,LAO,2020,18981800705.0794,0.0,100.0
Latvia,LVA,2020,33645460617.239,0.0,100.0
Liechtenstein,LIE,2020,510457827366.1272,0.0,100.0
Lithuania,LTU,2020,56546957475.4912,0.0,100.0
Luxembourg,LUX,2020,73353132793.7076,0.0,100.0
"Macao SAR, China",MAC,2020,25586111076.3415,0.0,100.0
Malaysia,MYS,2020,337006023789.699,0.0,100.0
Marshall Islands,MHL,2020,244462400.0,0.0,99.1606063842773
"Micronesia, Fed. Sts.",FSM,2020,407515927.98229,0.0,82.9259185791016
Moldova,MDA,2020,11859730543.5525,0.0,100.0
Monaco,MCO,2020,6816219303.25528,0.0,100.0
Mongolia,MNG,2020,13312981594.573,0.0,98.0999984741211
Montenegro,MNE,2020,4780722121.96227,0.0,100.0
Myanmar,MMR,2020,78930257227.0908,0.0,70.3971939086914
Nauru,NRU,2020,114626625.553023,0.0,100.0
Netherlands,NLD,2020,913865395789.886,0.0,100.0
New Caledonia,NCL,2020,9435529927.2471,0.0,100.0
New Zealand,NZL,2020,211734532308.013,0.0,100.0
North Macedonia,MKD,2020,12116981815.2261,0.0,100.0
Northern Mariana Islands,MNP,2020,510457827366.1272,0.0,100.0
Norway,NOR,2020,362198318435.26,0.0,100.0
Palau,PLW,2020,257700000.0,0.0,100.0
Papua New Guinea,PNG,2020,24667052023.1214,0.0,60.4000015258789
Philippines,PHL,2020,361751116292.541,0.0,96.8423843383789
Poland,POL,2020,596624355719.671,0.0,100.0
Portugal,PRT,2020,228539245045.341,0.0,100.0
Romania,ROU,2020,249511333647.502,0.0,100.0
Russian Federation,RUS,2020,1488321875489.74,0.0,100.0
Samoa,WSM,2020,807147527.615094,0.0,100.0
San Marino,SMR,2020,1544713784.67671,0.0,100.0
Serbia,SRB,2020,53335016425.4148,0.0,100.0
Singapore,SGP,2020,345295933898.674,0.0,100.0
Slovak Republic,SVK,2020,105172564491.569,0.0,100.0
Slovenia,SVN,2020,53589609580.7099,0.0,100.0
Solomon Islands,SLB,2020,1545888426.23031,0.0,73.3464813232422
Spain,ESP,2020,1281484640043.58,0.0,100.0
Sweden,SWE,2020,541487151474.557,0.0,100.0
Switzerland,CHE,2020,752248045730.11,0.0,100.0
Tajikistan,TJK,2020,8133996647.90397,0.0,99.779296875
Thailand,THA,2020,499681757030.968,0.0,100.0
Timor-Leste,TLS,2020,1902156800.0,0.0,96.1233139038086
Tonga,TON,2020,488829964.070819,0.0,100.0
Turkiye,TUR,2020,719954821683.31,0.0,100.0
Turkmenistan,TKM,2020,510457827366.1272,0.0,100.0
Tuvalu,TUV,2020,55054710.6186773,0.0,99.6892318725586
Ukraine,UKR,2020,156617861448.576,0.0,100.0
United Kingdom,GBR,2020,2756900214107.32,0.0,100.0
Uzbekistan,UZB,2020,59894305352.8955,0.0,100.0
Vanuatu,VUT,2020,896827873.114925,0.0,67.3332672119141
Vietnam,VNM,2020,343242570827.351,0.0,100.0
Albania,ALB,2021,18260043499.8068,0.0,0.0
American Samoa,ASM,2021,579043516577.722,0.0,0.0
Andorra,AND,2021,3329910723.76078,0.0,0.0
Armenia,ARM,2021,13861183873.5931,0.0,0.0
Australia,AUS,2021,1542659899992.54,0.0,0.0
Austria,AUT,2021,477082467454.295,0.0,0.0
Azerbaijan,AZE,2021,54622176470.5882,0.0,0.0
Belarus,BLR,2021,68218816484.1226,0.0,0.0
Belgium,BEL,2021,599879025377.51,0.0,0.0
Bosnia and Herzegovina,BIH,2021,22571512867.2816,0.0,0.0
Brunei Darussalam,BRN,2021,14006569575.68,0.0,0.0
Bulgaria,BGR,2021,80271119426.1076,0.0,0.0
Cambodia,KHM,2021,26961061119.7957,0.0,0.0
Channel Islands,CHI,2021,579043516577.722,0.0,0.0
China,CHN,2021,17734062645371.4,0.0,0.0
Croatia,HRV,2021,67837788543.5852,0.0,0.0
Cyprus,CYP,2021,27719337670.0177,0.0,0.0
Czechia,CZE,2021,282340849856.614,0.0,0.0
Denmark,DNK,2021,397104343478.301,0.0,0.0
Estonia,EST,2021,36262924353.6041,0.0,0.0
Faroe Islands,FRO,2021,579043516577.722,0.0,0.0
Fiji,FJI,2021,4592118709.55279,0.0,0.0
Finland,FIN,2021,299155237589.142,0.0,0.0
France,FRA,2021,2937472757953.44,0.0,0.0
French Polynesia,PYF,2021,579043516577.722,0.0,0.0
Georgia,GEO,2021,18700241392.1575,0.0,0.0
Germany,DEU,2021,4223116205968.92,0.0,0.0
Gibraltar,GIB,2021,579043516577.722,0.0,0.0
Greece,GRC,2021,216240589485.256,0.0,0.0
Greenland,GRL,2021,579043516577.722,0.0,0.0
Guam,GUM,2021,579043516577.722,0.0,0.0
"Hong Kong SAR, China",HKG,2021,368139247671.487,0.0,0.0
Hungary,HUN,2021,182280517581.212,0.0,0.0
Iceland,ISL,2021,25458933915.8742,0.0,0.0
Indonesia,IDN,2021,1186092991320.04,0.0,0.0
Ireland,IRL,2021,498559576714.721,0.0,0.0
Isle of Man,IMN,2021,579043516577.722,0.0,0.0
Italy,ITA,2021,2099880198258.88,0.0,0.0
Japan,JPN,2021,4937421880461.55,0.0,0.0
Kazakhstan,KAZ,2021,190814274226.211,0.0,0.0
Kiribati,KIR,2021,579043516577.722,0.0,0.0
"Korea, Dem. People's Rep.",PRK,2021,579043516577.722,0.0,0.0
"Korea, Rep.",KOR,2021,1798533915091.14,0.0,0.0
Kosovo,XKX,2021,9007159195.74216,0.0,0.0
Kyrgyz Republic,KGZ,2021,8543423502.6134,0.0,0.0
Lao PDR,LAO,2021,18827148530.0151,0.0,0.0
Latvia,LVA,2021,38872546228.5653,0.0,0.0
Liechtenstein,LIE,2021,579043516577.722,0.0,0.0
Lithuania,LTU,2021,65503849704.5997,0.0,0.0
Luxembourg,LUX,2021,86710803337.0994,0.0,0.0
"Macao SAR, China",MAC,2021,29905190181.75,0.0,0.0
Malaysia,MYS,2021,372701358820.264,0.0,0.0
Marshall Islands,MHL,2021,248665600.0,0.0,0.0
"Micronesia, Fed. Sts.",FSM,2021,404178049.753978,0.0,0.0
Moldova,MDA,2021,13679221333.2052,0.0,0.0
Monaco,MCO,2021,579043516577.722,0.0,0.0
Mongolia,MNG,2021,15098022828.6106,0.0,0.0
Montenegro,MNE,2021,5809170961.78285,0.0,0.0
Myanmar,MMR,2021,65067808984.6792,0.0,0.0
Nauru,NRU,2021,133218896.932607,0.0,0.0
Netherlands,NLD,2021,1018007056949.6,0.0,0.0
New Caledonia,NCL,2021,579043516577.722,0.0,0.0
New Zealand,NZL,2021,249991512236.526,0.0,0.0
North Macedonia,MKD,2021,13879269151.5718,0.0,0.0
Northern Mariana Islands,MNP,2021,579043516577.722,0.0,0.0
Norway,NOR,2021,482437019790.454,0.0,0.0
Palau,PLW,2021,579043516577.722,0.0,0.0
Papua New Guinea,PNG,2021,26594277245.782,0.0,0.0
Philippines,PHL,2021,394086419343.056,0.0,0.0
Poland,POL,2021,674048266397.369,0.0,0.0
Portugal,PRT,2021,249886464354.752,0.0,0.0
Romania,ROU,2021,284087563695.798,0.0,0.0
Russian Federation,RUS,2021,1775799919352.98,0.0,0.0
Samoa,WSM,2021,788389971.603065,0.0,0.0
San Marino,SMR,2021,579043516577.722,0.0,0.0
Serbia,SRB,2021,63068134601.1254,0.0,0.0
Singapore,SGP,2021,396986899888.351,0.0,0.0
Slovak Republic,SVK,2021,114870706410.165,0.0,0.0
Slovenia,SVN,2021,61526331889.499,0.0,0.0
Solomon Islands,SLB,2021,1645213881.62016,0.0,0.0
Spain,ESP,2021,1425276586282.92,0.0,0.0
Sweden,SWE,2021,627437898887.29,0.0,0.0
Switzerland,CHE,2021,812866928867.47,0.0,0.0
Tajikistan,TJK,2021,8746270636.40142,0.0,0.0
Thailand,THA,2021,505981655622.305,0.0,0.0
Timor-Leste,TLS,2021,1959134743.83541,0.0,0.0
Tonga,TON,2021,579043516577.722,0.0,0.0
Turkiye,TUR,2021,815271751724.423,0.0,0.0
Turkmenistan,TKM,2021,579043516577.722,0.0,0.0
Tuvalu,TUV,2021,63100961.5384615,0.0,0.0
Ukraine,UKR,2021,200085537744.354,0.0,0.0
United Kingdom,GBR,2021,3186859739185.02,0.0,0.0
Uzbekistan,UZB,2021,69238903106.1738,0.0,0.0
Vanuatu,VUT,2021,983469256.849629,0.0,0.0
Vietnam,VNM,2021,362637524070.969,0.0,0.0
