CountryName,CountryCode,Year,ATE
Sweden,SWE,2015,100.0
Switzerland,CHE,2015,100.0
Tajikistan,TJK,2015,98.0
Thailand,THA,2015,99.5999984741211
Timor-Leste,TLS,2015,67.2815322875977
Tonga,TON,2015,100.0
Turkiye,TUR,2015,100.0
Turkmenistan,TKM,2015,100.0
Tuvalu,TUV,2015,98.0148849487305
Ukraine,UKR,2015,100.0
United Kingdom,GBR,2015,100.0
Uzbekistan,UZB,2015,100.0
Vanuatu,VUT,2015,52.2051010131836
Vietnam,VNM,2015,99.8213043212891
Albania,ALB,2016,99.8899993896484
American Samoa,ASM,2016,95.04234984548468
Andorra,AND,2016,100.0
Armenia,ARM,2016,99.8000030517578
Australia,AUS,2016,100.0
Austria,AUT,2016,100.0
Azerbaijan,AZE,2016,100.0
Belarus,BLR,2016,100.0
Belgium,BEL,2016,100.0
Bosnia and Herzegovina,BIH,2016,100.0
Brunei Darussalam,BRN,2016,100.0
Bulgaria,BGR,2016,100.0
Cambodia,KHM,2016,69.5443115234375
Channel Islands,CHI,2016,100.0
China,CHN,2016,100.0
Croatia,HRV,2016,100.0
Cyprus,CYP,2016,100.0
Czechia,CZE,2016,100.0
Denmark,DNK,2016,100.0
Estonia,EST,2016,100.0
Faroe Islands,FRO,2016,100.0
Fiji,FJI,2016,96.5617446899414
Finland,FIN,2016,100.0
France,FRA,2016,100.0
French Polynesia,PYF,2016,100.0
Georgia,GEO,2016,100.0
Germany,DEU,2016,100.0
Gibraltar,GIB,2016,100.0
Greece,GRC,2016,100.0
Greenland,GRL,2016,100.0
Guam,GUM,2016,100.0
"Hong Kong SAR, China",HKG,2016,100.0
Hungary,HUN,2016,100.0
Iceland,ISL,2016,100.0
Indonesia,IDN,2016,97.620002746582
Ireland,IRL,2016,100.0
Isle of Man,IMN,2016,100.0
Italy,ITA,2016,100.0
Japan,JPN,2016,100.0
Kazakhstan,KAZ,2016,100.0
Kiribati,KIR,2016,92.7996139526367
"Korea, Dem. People's Rep.",PRK,2016,42.9607353210449
"Korea, Rep.",KOR,2016,100.0
Kosovo,XKX,2016,99.8000030517578
Kyrgyz Republic,KGZ,2016,99.7099990844727
Lao PDR,LAO,2016,90.5495300292969
Latvia,LVA,2016,100.0
Liechtenstein,LIE,2016,100.0
Lithuania,LTU,2016,100.0
Luxembourg,LUX,2016,100.0
"Macao SAR, China",MAC,2016,100.0
Malaysia,MYS,2016,99.9000015258789
Marshall Islands,MHL,2016,93.3688278198242
"Micronesia, Fed. Sts.",FSM,2016,75.9620132446289
Moldova,MDA,2016,100.0
Monaco,MCO,2016,100.0
Mongolia,MNG,2016,89.8384094238281
Montenegro,MNE,2016,100.0
Myanmar,MMR,2016,55.5999984741211
Nauru,NRU,2016,99.7128829956055
Netherlands,NLD,2016,100.0
New Caledonia,NCL,2016,100.0
New Zealand,NZL,2016,100.0
North Macedonia,MKD,2016,100.0
Northern Mariana Islands,MNP,2016,100.0
Norway,NOR,2016,100.0
Palau,PLW,2016,100.0
Papua New Guinea,PNG,2016,49.4000015258789
Philippines,PHL,2016,92.0665054321289
Poland,POL,2016,100.0
Portugal,PRT,2016,100.0
Romania,ROU,2016,99.0999984741211
Russian Federation,RUS,2016,100.0
Samoa,WSM,2016,99.623291015625
San Marino,SMR,2016,100.0
Serbia,SRB,2016,100.0
Singapore,SGP,2016,100.0
Slovak Republic,SVK,2016,100.0
Slovenia,SVN,2016,100.0
Solomon Islands,SLB,2016,58.3271942138672
Spain,ESP,2016,100.0
Sweden,SWE,2016,100.0
Switzerland,CHE,2016,100.0
Tajikistan,TJK,2016,99.2083129882813
Thailand,THA,2016,99.8499603271484
Timor-Leste,TLS,2016,76.5
Tonga,TON,2016,97.0199966430664
Turkiye,TUR,2016,100.0
Turkmenistan,TKM,2016,99.9898986816406
Tuvalu,TUV,2016,97.3000030517578
Ukraine,UKR,2016,100.0
United Kingdom,GBR,2016,100.0
Uzbekistan,UZB,2016,100.0
Vanuatu,VUT,2016,57.8199996948242
Vietnam,VNM,2016,99.1999969482422
Albania,ALB,2017,99.8899993896484
American Samoa,ASM,2017,95.66453821282637
Andorra,AND,2017,100.0
Armenia,ARM,2017,99.6999969482422
Australia,AUS,2017,100.0
Austria,AUT,2017,100.0
Azerbaijan,AZE,2017,100.0
Belarus,BLR,2017,100.0
Belgium,BEL,2017,100.0
Bosnia and Herzegovina,BIH,2017,100.0
Brunei Darussalam,BRN,2017,100.0
Bulgaria,BGR,2017,100.0
Cambodia,KHM,2017,89.0699996948242
Channel Islands,CHI,2017,100.0
China,CHN,2017,100.0
Croatia,HRV,2017,100.0
Cyprus,CYP,2017,100.0
Czechia,CZE,2017,100.0
Denmark,DNK,2017,100.0
Estonia,EST,2017,100.0
Faroe Islands,FRO,2017,100.0
Fiji,FJI,2017,96.0
Finland,FIN,2017,100.0
France,FRA,2017,100.0
French Polynesia,PYF,2017,100.0
Georgia,GEO,2017,100.0
Germany,DEU,2017,100.0
Gibraltar,GIB,2017,100.0
Greece,GRC,2017,100.0
Greenland,GRL,2017,100.0
Guam,GUM,2017,100.0
"Hong Kong SAR, China",HKG,2017,100.0
Hungary,HUN,2017,100.0
Iceland,ISL,2017,100.0
Indonesia,IDN,2017,98.1399993896484
Ireland,IRL,2017,100.0
Isle of Man,IMN,2017,100.0
Italy,ITA,2017,100.0
Japan,JPN,2017,100.0
Kazakhstan,KAZ,2017,100.0
Kiribati,KIR,2017,86.1764450073242
"Korea, Dem. People's Rep.",PRK,2017,45.2928771972656
"Korea, Rep.",KOR,2017,100.0
Kosovo,XKX,2017,99.8000030517578
Kyrgyz Republic,KGZ,2017,100.0
Lao PDR,LAO,2017,93.5999984741211
Latvia,LVA,2017,100.0
Liechtenstein,LIE,2017,100.0
Lithuania,LTU,2017,100.0
Luxembourg,LUX,2017,100.0
"Macao SAR, China",MAC,2017,100.0
Malaysia,MYS,2017,99.9524841308594
Marshall Islands,MHL,2017,94.2973480224609
"Micronesia, Fed. Sts.",FSM,2017,77.9439086914063
Moldova,MDA,2017,99.9800033569336
Monaco,MCO,2017,100.0
Mongolia,MNG,2017,92.512565612793
Montenegro,MNE,2017,100.0
Myanmar,MMR,2017,69.8148345947266
Nauru,NRU,2017,99.8700408935547
Netherlands,NLD,2017,100.0
New Caledonia,NCL,2017,100.0
New Zealand,NZL,2017,100.0
North Macedonia,MKD,2017,100.0
Northern Mariana Islands,MNP,2017,100.0
Norway,NOR,2017,100.0
Palau,PLW,2017,100.0
Papua New Guinea,PNG,2017,54.4000015258789
Philippines,PHL,2017,93.0
Poland,POL,2017,100.0
Portugal,PRT,2017,100.0
Romania,ROU,2017,100.0
Russian Federation,RUS,2017,100.0
Samoa,WSM,2017,96.8000030517578
San Marino,SMR,2017,100.0
Serbia,SRB,2017,100.0
Singapore,SGP,2017,100.0
Slovak Republic,SVK,2017,100.0
Slovenia,SVN,2017,100.0
Solomon Islands,SLB,2017,62.9000015258789
Spain,ESP,2017,100.0
Sweden,SWE,2017,100.0
Switzerland,CHE,2017,100.0
Tajikistan,TJK,2017,99.3000030517578
Thailand,THA,2017,99.9000015258789
Timor-Leste,TLS,2017,79.7789611816406
Tonga,TON,2017,98.361572265625
Turkiye,TUR,2017,100.0
Turkmenistan,TKM,2017,99.9962463378906
Tuvalu,TUV,2017,98.8538360595703
Ukraine,UKR,2017,100.0
United Kingdom,GBR,2017,100.0
Uzbekistan,UZB,2017,100.0
Vanuatu,VUT,2017,62.7999992370605
Vietnam,VNM,2017,100.0
Albania,ALB,2018,100.0
American Samoa,ASM,2018,94.87105415745785
Andorra,AND,2018,100.0
Armenia,ARM,2018,99.9000015258789
Australia,AUS,2018,100.0
Austria,AUT,2018,100.0
Azerbaijan,AZE,2018,100.0
Belarus,BLR,2018,100.0
Belgium,BEL,2018,100.0
Bosnia and Herzegovina,BIH,2018,100.0
Brunei Darussalam,BRN,2018,100.0
Bulgaria,BGR,2018,100.0
Cambodia,KHM,2018,81.0756530761719
Channel Islands,CHI,2018,100.0
China,CHN,2018,100.0
Croatia,HRV,2018,100.0
Cyprus,CYP,2018,100.0
Czechia,CZE,2018,100.0
Denmark,DNK,2018,100.0
Estonia,EST,2018,100.0
Faroe Islands,FRO,2018,100.0
Fiji,FJI,2018,99.3725051879883
Finland,FIN,2018,100.0
France,FRA,2018,100.0
French Polynesia,PYF,2018,100.0
Georgia,GEO,2018,99.9000015258789
Germany,DEU,2018,100.0
Gibraltar,GIB,2018,100.0
Greece,GRC,2018,100.0
Greenland,GRL,2018,100.0
Guam,GUM,2018,100.0
"Hong Kong SAR, China",HKG,2018,100.0
Hungary,HUN,2018,100.0
Iceland,ISL,2018,100.0
Indonesia,IDN,2018,98.5100021362305
Ireland,IRL,2018,100.0
Isle of Man,IMN,2018,100.0
Italy,ITA,2018,100.0
Japan,JPN,2018,100.0
Kazakhstan,KAZ,2018,100.0
Kiribati,KIR,2018,88.1031646728516
"Korea, Dem. People's Rep.",PRK,2018,47.6309547424316
"Korea, Rep.",KOR,2018,100.0
Kosovo,XKX,2018,94.87105415745785
Kyrgyz Republic,KGZ,2018,100.0
Lao PDR,LAO,2018,97.7971572875977
Latvia,LVA,2018,100.0
Liechtenstein,LIE,2018,100.0
Lithuania,LTU,2018,100.0
Luxembourg,LUX,2018,100.0
"Macao SAR, China",MAC,2018,100.0
Malaysia,MYS,2018,99.9922409057617
Marshall Islands,MHL,2018,95.9162902832031
"Micronesia, Fed. Sts.",FSM,2018,79.7029113769531
Moldova,MDA,2018,99.9899978637695
Monaco,MCO,2018,100.0
Mongolia,MNG,2018,98.0999984741211
Montenegro,MNE,2018,100.0
Myanmar,MMR,2018,66.2272796630859
Nauru,NRU,2018,99.92822265625
Netherlands,NLD,2018,100.0
New Caledonia,NCL,2018,100.0
New Zealand,NZL,2018,100.0
North Macedonia,MKD,2018,99.8000030517578
Northern Mariana Islands,MNP,2018,100.0
Norway,NOR,2018,100.0
Palau,PLW,2018,100.0
Papua New Guinea,PNG,2018,55.7273864746094
Philippines,PHL,2018,94.4482650756836
Poland,POL,2018,100.0
Portugal,PRT,2018,100.0
Romania,ROU,2018,100.0
Russian Federation,RUS,2018,100.0
Samoa,WSM,2018,99.9944763183594
San Marino,SMR,2018,100.0
Serbia,SRB,2018,100.0
Singapore,SGP,2018,100.0
Slovak Republic,SVK,2018,100.0
Slovenia,SVN,2018,100.0
Solomon Islands,SLB,2018,66.1797637939453
Spain,ESP,2018,100.0
Sweden,SWE,2018,100.0
Switzerland,CHE,2018,100.0
Tajikistan,TJK,2018,99.3000030517578
Thailand,THA,2018,99.8199996948242
Timor-Leste,TLS,2018,85.3814010620117
Tonga,TON,2018,99.132568359375
Turkiye,TUR,2018,100.0
Turkmenistan,TKM,2018,100.0
Tuvalu,TUV,2018,99.0653839111328
Ukraine,UKR,2018,100.0
United Kingdom,GBR,2018,100.0
Uzbekistan,UZB,2018,100.0
Vanuatu,VUT,2018,61.7545127868652
Vietnam,VNM,2018,100.0
Albania,ALB,2019,100.0
American Samoa,ASM,2019,96.23557847675524
Andorra,AND,2019,100.0
Armenia,ARM,2019,100.0
Australia,AUS,2019,100.0
Austria,AUT,2019,100.0
Azerbaijan,AZE,2019,100.0
Belarus,BLR,2019,100.0
Belgium,BEL,2019,100.0
Bosnia and Herzegovina,BIH,2019,100.0
Brunei Darussalam,BRN,2019,100.0
Bulgaria,BGR,2019,100.0
Cambodia,KHM,2019,84.0
Channel Islands,CHI,2019,100.0
China,CHN,2019,100.0
Croatia,HRV,2019,100.0
Cyprus,CYP,2019,100.0
Czechia,CZE,2019,100.0
Denmark,DNK,2019,100.0
Estonia,EST,2019,100.0
Faroe Islands,FRO,2019,100.0
Fiji,FJI,2019,99.7158813476563
Finland,FIN,2019,100.0
France,FRA,2019,100.0
French Polynesia,PYF,2019,100.0
Georgia,GEO,2019,100.0
Germany,DEU,2019,100.0
Gibraltar,GIB,2019,100.0
Greece,GRC,2019,100.0
Greenland,GRL,2019,100.0
Guam,GUM,2019,100.0
"Hong Kong SAR, China",HKG,2019,100.0
Hungary,HUN,2019,100.0
Iceland,ISL,2019,100.0
Indonesia,IDN,2019,98.8499984741211
Ireland,IRL,2019,100.0
Isle of Man,IMN,2019,100.0
Italy,ITA,2019,100.0
Japan,JPN,2019,100.0
Kazakhstan,KAZ,2019,100.0
Kiribati,KIR,2019,90.0328521728516
"Korea, Dem. People's Rep.",PRK,2019,49.9720001220703
"Korea, Rep.",KOR,2019,100.0
Kosovo,XKX,2019,100.0
Kyrgyz Republic,KGZ,2019,99.8742370605469
Lao PDR,LAO,2019,99.0920867919922
Latvia,LVA,2019,100.0
Liechtenstein,LIE,2019,100.0
Lithuania,LTU,2019,100.0
Luxembourg,LUX,2019,100.0
"Macao SAR, China",MAC,2019,100.0
Malaysia,MYS,2019,100.0
Marshall Islands,MHL,2019,97.538200378418
"Micronesia, Fed. Sts.",FSM,2019,81.2767333984375
Moldova,MDA,2019,100.0
Monaco,MCO,2019,100.0
Mongolia,MNG,2019,97.2299118041992
Montenegro,MNE,2019,100.0
Myanmar,MMR,2019,68.358528137207
Nauru,NRU,2019,100.0
Netherlands,NLD,2019,100.0
New Caledonia,NCL,2019,100.0
New Zealand,NZL,2019,100.0
North Macedonia,MKD,2019,100.0
Northern Mariana Islands,MNP,2019,100.0
Norway,NOR,2019,100.0
Palau,PLW,2019,100.0
Papua New Guinea,PNG,2019,59.6629753112793
Philippines,PHL,2019,95.6450805664063
Poland,POL,2019,100.0
Portugal,PRT,2019,100.0
Romania,ROU,2019,100.0
Russian Federation,RUS,2019,100.0
Samoa,WSM,2019,99.1999969482422
San Marino,SMR,2019,100.0
Serbia,SRB,2019,99.8000030517578
Singapore,SGP,2019,100.0
Slovak Republic,SVK,2019,100.0
Slovenia,SVN,2019,100.0
Solomon Islands,SLB,2019,69.8094177246094
Spain,ESP,2019,100.0
Sweden,SWE,2019,100.0
Switzerland,CHE,2019,100.0
Tajikistan,TJK,2019,99.6332092285156
Thailand,THA,2019,99.9000015258789
Timor-Leste,TLS,2019,90.7986526489258
Tonga,TON,2019,98.4000015258789
Turkiye,TUR,2019,100.0
Turkmenistan,TKM,2019,99.9000015258789
Tuvalu,TUV,2019,99.6999969482422
Ukraine,UKR,2019,100.0
United Kingdom,GBR,2019,100.0
Uzbekistan,UZB,2019,100.0
Vanuatu,VUT,2019,64.5901870727539
Vietnam,VNM,2019,99.4000015258789
Albania,ALB,2020,100.0
American Samoa,ASM,2020,95.48847696404708
Andorra,AND,2020,100.0
Armenia,ARM,2020,100.0
Australia,AUS,2020,100.0
Austria,AUT,2020,100.0
Azerbaijan,AZE,2020,100.0
Belarus,BLR,2020,100.0
Belgium,BEL,2020,100.0
Bosnia and Herzegovina,BIH,2020,100.0
Brunei Darussalam,BRN,2020,100.0
Bulgaria,BGR,2020,99.6999969482422
Cambodia,KHM,2020,86.4000015258789
Channel Islands,CHI,2020,100.0
China,CHN,2020,100.0
Croatia,HRV,2020,100.0
Cyprus,CYP,2020,100.0
Czechia,CZE,2020,100.0
Denmark,DNK,2020,100.0
Estonia,EST,2020,100.0
Faroe Islands,FRO,2020,100.0
Fiji,FJI,2020,100.0
Finland,FIN,2020,100.0
France,FRA,2020,100.0
French Polynesia,PYF,2020,100.0
Georgia,GEO,2020,100.0
Germany,DEU,2020,100.0
Gibraltar,GIB,2020,100.0
Greece,GRC,2020,100.0
Greenland,GRL,2020,100.0
Guam,GUM,2020,100.0
"Hong Kong SAR, China",HKG,2020,100.0
Hungary,HUN,2020,100.0
Iceland,ISL,2020,100.0
Indonesia,IDN,2020,96.9499969482422
Ireland,IRL,2020,100.0
Isle of Man,IMN,2020,100.0
Italy,ITA,2020,100.0
Japan,JPN,2020,100.0
Kazakhstan,KAZ,2020,100.0
Kiribati,KIR,2020,91.9630279541016
"Korea, Dem. People's Rep.",PRK,2020,52.3135452270508
"Korea, Rep.",KOR,2020,100.0
Kosovo,XKX,2020,95.48847696404708
Kyrgyz Republic,KGZ,2020,99.9810485839844
Lao PDR,LAO,2020,100.0
Latvia,LVA,2020,100.0
Liechtenstein,LIE,2020,100.0
Lithuania,LTU,2020,100.0
Luxembourg,LUX,2020,100.0
"Macao SAR, China",MAC,2020,100.0
Malaysia,MYS,2020,100.0
Marshall Islands,MHL,2020,99.1606063842773
"Micronesia, Fed. Sts.",FSM,2020,82.9259185791016
Moldova,MDA,2020,100.0
Monaco,MCO,2020,100.0
Mongolia,MNG,2020,98.0999984741211
Montenegro,MNE,2020,100.0
Myanmar,MMR,2020,70.3971939086914
Nauru,NRU,2020,100.0
Netherlands,NLD,2020,100.0
New Caledonia,NCL,2020,100.0
New Zealand,NZL,2020,100.0
North Macedonia,MKD,2020,100.0
Northern Mariana Islands,MNP,2020,100.0
Norway,NOR,2020,100.0
Palau,PLW,2020,100.0
Papua New Guinea,PNG,2020,60.4000015258789
Philippines,PHL,2020,96.8423843383789
Poland,POL,2020,100.0
Portugal,PRT,2020,100.0
Romania,ROU,2020,100.0
Russian Federation,RUS,2020,100.0
Samoa,WSM,2020,100.0
San Marino,SMR,2020,100.0
Serbia,SRB,2020,100.0
Singapore,SGP,2020,100.0
Slovak Republic,SVK,2020,100.0
Slovenia,SVN,2020,100.0
Solomon Islands,SLB,2020,73.3464813232422
Spain,ESP,2020,100.0
Sweden,SWE,2020,100.0
Switzerland,CHE,2020,100.0
Tajikistan,TJK,2020,99.779296875
Thailand,THA,2020,100.0
Timor-Leste,TLS,2020,96.1233139038086
Tonga,TON,2020,100.0
Turkiye,TUR,2020,100.0
Turkmenistan,TKM,2020,100.0
Tuvalu,TUV,2020,99.6892318725586
Ukraine,UKR,2020,100.0
United Kingdom,GBR,2020,100.0
Uzbekistan,UZB,2020,100.0
Vanuatu,VUT,2020,67.3332672119141
Vietnam,VNM,2020,100.0
Albania,ALB,2021,0.0
American Samoa,ASM,2021,0.0
Andorra,AND,2021,0.0
Armenia,ARM,2021,0.0
Australia,AUS,2021,0.0
Austria,AUT,2021,0.0
Azerbaijan,AZE,2021,0.0
Belarus,BLR,2021,0.0
Belgium,BEL,2021,0.0
Bosnia and Herzegovina,BIH,2021,0.0
Brunei Darussalam,BRN,2021,0.0
Bulgaria,BGR,2021,0.0
Cambodia,KHM,2021,0.0
Channel Islands,CHI,2021,0.0
China,CHN,2021,0.0
Croatia,HRV,2021,0.0
Cyprus,CYP,2021,0.0
Czechia,CZE,2021,0.0
Denmark,DNK,2021,0.0
Estonia,EST,2021,0.0
Faroe Islands,FRO,2021,0.0
Fiji,FJI,2021,0.0
Finland,FIN,2021,0.0
France,FRA,2021,0.0
French Polynesia,PYF,2021,0.0
Georgia,GEO,2021,0.0
Germany,DEU,2021,0.0
Gibraltar,GIB,2021,0.0
Greece,GRC,2021,0.0
Greenland,GRL,2021,0.0
Guam,GUM,2021,0.0
"Hong Kong SAR, China",HKG,2021,0.0
Hungary,HUN,2021,0.0
Iceland,ISL,2021,0.0
Indonesia,IDN,2021,0.0
Ireland,IRL,2021,0.0
Isle of Man,IMN,2021,0.0
Italy,ITA,2021,0.0
Japan,JPN,2021,0.0
Kazakhstan,KAZ,2021,0.0
Kiribati,KIR,2021,0.0
"Korea, Dem. People's Rep.",PRK,2021,0.0
"Korea, Rep.",KOR,2021,0.0
Kosovo,XKX,2021,0.0
Kyrgyz Republic,KGZ,2021,0.0
Lao PDR,LAO,2021,0.0
Latvia,LVA,2021,0.0
Liechtenstein,LIE,2021,0.0
Lithuania,LTU,2021,0.0
Luxembourg,LUX,2021,0.0
"Macao SAR, China",MAC,2021,0.0
Malaysia,MYS,2021,0.0
Marshall Islands,MHL,2021,0.0
"Micronesia, Fed. Sts.",FSM,2021,0.0
Moldova,MDA,2021,0.0
Monaco,MCO,2021,0.0
Mongolia,MNG,2021,0.0
Montenegro,MNE,2021,0.0
Myanmar,MMR,2021,0.0
Nauru,NRU,2021,0.0
Netherlands,NLD,2021,0.0
New Caledonia,NCL,2021,0.0
New Zealand,NZL,2021,0.0
North Macedonia,MKD,2021,0.0
Northern Mariana Islands,MNP,2021,0.0
Norway,NOR,2021,0.0
Palau,PLW,2021,0.0
Papua New Guinea,PNG,2021,0.0
Philippines,PHL,2021,0.0
Poland,POL,2021,0.0
Portugal,PRT,2021,0.0
Romania,ROU,2021,0.0
Russian Federation,RUS,2021,0.0
Samoa,WSM,2021,0.0
San Marino,SMR,2021,0.0
Serbia,SRB,2021,0.0
Singapore,SGP,2021,0.0
Slovak Republic,SVK,2021,0.0
Slovenia,SVN,2021,0.0
Solomon Islands,SLB,2021,0.0
Spain,ESP,2021,0.0
Sweden,SWE,2021,0.0
Switzerland,CHE,2021,0.0
Tajikistan,TJK,2021,0.0
Thailand,THA,2021,0.0
Timor-Leste,TLS,2021,0.0
Tonga,TON,2021,0.0
Turkiye,TUR,2021,0.0
Turkmenistan,TKM,2021,0.0
Tuvalu,TUV,2021,0.0
Ukraine,UKR,2021,0.0
United Kingdom,GBR,2021,0.0
Uzbekistan,UZB,2021,0.0
Vanuatu,VUT,2021,0.0
Vietnam,VNM,2021,0.0
