CountryName,CountryCode,Year,HBD
Belarus,BLR,2016,2.3905263157894736
Belgium,BEL,2016,5.76
Bosnia and Herzegovina,BIH,2016,2.3905263157894736
Brunei Darussalam,BRN,2016,2.76
Bulgaria,BGR,2016,7.27
Cambodia,KHM,2016,0.9
Channel Islands,CHI,2016,2.3905263157894736
China,CHN,2016,4.02
Croatia,HRV,2016,5.49
Cyprus,CYP,2016,3.43
Czechia,CZE,2016,6.66
Denmark,DNK,2016,2.6
Estonia,EST,2016,4.76
Faroe Islands,FRO,2016,2.3905263157894736
Fiji,FJI,2016,2.0
Finland,FIN,2016,3.97
France,FRA,2016,6.06
French Polynesia,PYF,2016,2.3905263157894736
Georgia,GEO,2016,2.3905263157894736
Germany,DEU,2016,8.06
Gibraltar,GIB,2016,2.3905263157894736
Greece,GRC,2016,4.2
Greenland,GRL,2016,2.3905263157894736
Guam,GUM,2016,2.3905263157894736
"Hong Kong SAR, China",HKG,2016,2.3905263157894736
Hungary,HUN,2016,7.0
Iceland,ISL,2016,3.13
Indonesia,IDN,2016,0.99
Ireland,IRL,2016,2.96
Isle of Man,IMN,2016,2.3905263157894736
Italy,ITA,2016,3.17
Japan,JPN,2016,13.11
Kazakhstan,KAZ,2016,2.3905263157894736
Kiribati,KIR,2016,1.86
"Korea, Dem. People's Rep.",PRK,2016,2.3905263157894736
"Korea, Rep.",KOR,2016,11.98
Kosovo,XKX,2016,2.3905263157894736
Kyrgyz Republic,KGZ,2016,2.3905263157894736
Lao PDR,LAO,2016,2.3905263157894736
Latvia,LVA,2016,5.72
Liechtenstein,LIE,2016,2.3905263157894736
Lithuania,LTU,2016,6.69
Luxembourg,LUX,2016,4.81
"Macao SAR, China",MAC,2016,2.3905263157894736
Malaysia,MYS,2016,1.62
Marshall Islands,MHL,2016,2.3905263157894736
"Micronesia, Fed. Sts.",FSM,2016,2.3905263157894736
Moldova,MDA,2016,2.3905263157894736
Monaco,MCO,2016,2.3905263157894736
Mongolia,MNG,2016,7.0
Montenegro,MNE,2016,3.93
Myanmar,MMR,2016,1.04
Nauru,NRU,2016,2.3905263157894736
Netherlands,NLD,2016,3.41
New Caledonia,NCL,2016,2.3905263157894736
New Zealand,NZL,2016,2.74
North Macedonia,MKD,2016,4.37
Northern Mariana Islands,MNP,2016,2.3905263157894736
Norway,NOR,2016,3.68
Palau,PLW,2016,2.3905263157894736
Papua New Guinea,PNG,2016,2.3905263157894736
Philippines,PHL,2016,2.3905263157894736
Poland,POL,2016,6.64
Portugal,PRT,2016,3.39
Romania,ROU,2016,6.84
Russian Federation,RUS,2016,8.16
Samoa,WSM,2016,2.3905263157894736
San Marino,SMR,2016,2.3905263157894736
Serbia,SRB,2016,5.59
Singapore,SGP,2016,2.48
Slovak Republic,SVK,2016,5.78
Slovenia,SVN,2016,4.49
Solomon Islands,SLB,2016,2.3905263157894736
Spain,ESP,2016,2.97
Sweden,SWE,2016,2.34
Switzerland,CHE,2016,4.69
Tajikistan,TJK,2016,2.3905263157894736
Thailand,THA,2016,2.3905263157894736
Timor-Leste,TLS,2016,2.3905263157894736
Tonga,TON,2016,2.3905263157894736
Turkiye,TUR,2016,2.75
Turkmenistan,TKM,2016,2.3905263157894736
Tuvalu,TUV,2016,2.3905263157894736
Ukraine,UKR,2016,2.3905263157894736
United Kingdom,GBR,2016,2.57
Uzbekistan,UZB,2016,2.3905263157894736
Vanuatu,VUT,2016,2.3905263157894736
Vietnam,VNM,2016,2.3905263157894736
Albania,ALB,2017,2.3008421052631576
American Samoa,ASM,2017,2.3008421052631576
Andorra,AND,2017,2.3008421052631576
Armenia,ARM,2017,2.3008421052631576
Australia,AUS,2017,2.3008421052631576
Austria,AUT,2017,7.37
Azerbaijan,AZE,2017,2.3008421052631576
Belarus,BLR,2017,2.3008421052631576
Belgium,BEL,2017,5.66
Bosnia and Herzegovina,BIH,2017,2.3008421052631576
Brunei Darussalam,BRN,2017,2.85
Bulgaria,BGR,2017,7.45
Cambodia,KHM,2017,2.3008421052631576
Channel Islands,CHI,2017,2.3008421052631576
China,CHN,2017,4.31
Croatia,HRV,2017,5.54
Cyprus,CYP,2017,3.4
Czechia,CZE,2017,6.63
Denmark,DNK,2017,2.61
Estonia,EST,2017,4.69
Faroe Islands,FRO,2017,2.3008421052631576
Fiji,FJI,2017,2.3008421052631576
Finland,FIN,2017,3.28
France,FRA,2017,5.98
French Polynesia,PYF,2017,2.3008421052631576
Georgia,GEO,2017,2.3008421052631576
Germany,DEU,2017,8.0
Gibraltar,GIB,2017,2.3008421052631576
Greece,GRC,2017,4.21
Greenland,GRL,2017,2.3008421052631576
Guam,GUM,2017,2.3008421052631576
"Hong Kong SAR, China",HKG,2017,2.3008421052631576
Hungary,HUN,2017,7.02
Iceland,ISL,2017,3.06
Indonesia,IDN,2017,1.04
Ireland,IRL,2017,2.97
Isle of Man,IMN,2017,2.3008421052631576
Italy,ITA,2017,3.18
Japan,JPN,2017,13.05
Kazakhstan,KAZ,2017,2.3008421052631576
Kiribati,KIR,2017,2.3008421052631576
"Korea, Dem. People's Rep.",PRK,2017,2.3008421052631576
"Korea, Rep.",KOR,2017,12.27
Kosovo,XKX,2017,2.3008421052631576
Kyrgyz Republic,KGZ,2017,2.3008421052631576
Lao PDR,LAO,2017,2.3008421052631576
Latvia,LVA,2017,5.57
Liechtenstein,LIE,2017,2.3008421052631576
Lithuania,LTU,2017,6.56
Luxembourg,LUX,2017,4.66
"Macao SAR, China",MAC,2017,2.3008421052631576
Malaysia,MYS,2017,1.88
Marshall Islands,MHL,2017,2.3008421052631576
"Micronesia, Fed. Sts.",FSM,2017,2.3008421052631576
Moldova,MDA,2017,2.3008421052631576
Monaco,MCO,2017,2.3008421052631576
Mongolia,MNG,2017,8.0
Montenegro,MNE,2017,3.86
Myanmar,MMR,2017,1.04
Nauru,NRU,2017,2.3008421052631576
Netherlands,NLD,2017,3.28
New Caledonia,NCL,2017,2.3008421052631576
New Zealand,NZL,2017,2.73
North Macedonia,MKD,2017,4.28
Northern Mariana Islands,MNP,2017,2.3008421052631576
Norway,NOR,2017,3.6
Palau,PLW,2017,2.3008421052631576
Papua New Guinea,PNG,2017,2.3008421052631576
Philippines,PHL,2017,2.3008421052631576
Poland,POL,2017,6.62
Portugal,PRT,2017,3.39
Romania,ROU,2017,6.89
Russian Federation,RUS,2017,8.05
Samoa,WSM,2017,2.3008421052631576
San Marino,SMR,2017,2.3008421052631576
Serbia,SRB,2017,5.61
Singapore,SGP,2017,2.49
Slovak Republic,SVK,2017,5.82
Slovenia,SVN,2017,4.5
Solomon Islands,SLB,2017,2.3008421052631576
Spain,ESP,2017,2.97
Sweden,SWE,2017,2.21
Switzerland,CHE,2017,4.65
Tajikistan,TJK,2017,2.3008421052631576
Thailand,THA,2017,2.3008421052631576
Timor-Leste,TLS,2017,2.3008421052631576
Tonga,TON,2017,2.3008421052631576
Turkiye,TUR,2017,2.81
Turkmenistan,TKM,2017,2.3008421052631576
Tuvalu,TUV,2017,2.3008421052631576
Ukraine,UKR,2017,2.3008421052631576
United Kingdom,GBR,2017,2.54
Uzbekistan,UZB,2017,2.3008421052631576
Vanuatu,VUT,2017,2.3008421052631576
Vietnam,VNM,2017,2.3008421052631576
Albania,ALB,2018,1.575894736842105
American Samoa,ASM,2018,1.575894736842105
Andorra,AND,2018,1.575894736842105
Armenia,ARM,2018,1.575894736842105
Australia,AUS,2018,1.575894736842105
Austria,AUT,2018,7.27
Azerbaijan,AZE,2018,1.575894736842105
Belarus,BLR,2018,1.575894736842105
Belgium,BEL,2018,5.62
Bosnia and Herzegovina,BIH,2018,1.575894736842105
Brunei Darussalam,BRN,2018,1.575894736842105
Bulgaria,BGR,2018,1.575894736842105
Cambodia,KHM,2018,1.575894736842105
Channel Islands,CHI,2018,1.575894736842105
China,CHN,2018,1.575894736842105
Croatia,HRV,2018,1.575894736842105
Cyprus,CYP,2018,1.575894736842105
Czechia,CZE,2018,6.62
Denmark,DNK,2018,2.43
Estonia,EST,2018,4.57
Faroe Islands,FRO,2018,1.575894736842105
Fiji,FJI,2018,1.575894736842105
Finland,FIN,2018,3.61
France,FRA,2018,5.91
French Polynesia,PYF,2018,1.575894736842105
Georgia,GEO,2018,1.575894736842105
Germany,DEU,2018,1.575894736842105
Gibraltar,GIB,2018,1.575894736842105
Greece,GRC,2018,4.2
Greenland,GRL,2018,1.575894736842105
Guam,GUM,2018,1.575894736842105
"Hong Kong SAR, China",HKG,2018,1.575894736842105
Hungary,HUN,2018,7.01
Iceland,ISL,2018,2.87
Indonesia,IDN,2018,1.575894736842105
Ireland,IRL,2018,2.97
Isle of Man,IMN,2018,1.575894736842105
Italy,ITA,2018,3.14
Japan,JPN,2018,12.98
Kazakhstan,KAZ,2018,1.575894736842105
Kiribati,KIR,2018,1.575894736842105
"Korea, Dem. People's Rep.",PRK,2018,1.575894736842105
"Korea, Rep.",KOR,2018,12.43
Kosovo,XKX,2018,1.575894736842105
Kyrgyz Republic,KGZ,2018,1.575894736842105
Lao PDR,LAO,2018,1.575894736842105
Latvia,LVA,2018,5.49
Liechtenstein,LIE,2018,1.575894736842105
Lithuania,LTU,2018,6.43
Luxembourg,LUX,2018,4.51
"Macao SAR, China",MAC,2018,1.575894736842105
Malaysia,MYS,2018,1.575894736842105
Marshall Islands,MHL,2018,1.575894736842105
"Micronesia, Fed. Sts.",FSM,2018,1.575894736842105
Moldova,MDA,2018,1.575894736842105
Monaco,MCO,2018,1.575894736842105
Mongolia,MNG,2018,1.575894736842105
Montenegro,MNE,2018,1.575894736842105
Myanmar,MMR,2018,1.575894736842105
Nauru,NRU,2018,1.575894736842105
Netherlands,NLD,2018,3.17
New Caledonia,NCL,2018,1.575894736842105
New Zealand,NZL,2018,2.62
North Macedonia,MKD,2018,1.575894736842105
Northern Mariana Islands,MNP,2018,1.575894736842105
Norway,NOR,2018,3.53
Palau,PLW,2018,1.575894736842105
Papua New Guinea,PNG,2018,1.575894736842105
Philippines,PHL,2018,1.575894736842105
Poland,POL,2018,6.54
Portugal,PRT,2018,3.45
Romania,ROU,2018,1.575894736842105
Russian Federation,RUS,2018,7.12
Samoa,WSM,2018,1.575894736842105
San Marino,SMR,2018,1.575894736842105
Serbia,SRB,2018,1.575894736842105
Singapore,SGP,2018,1.575894736842105
Slovak Republic,SVK,2018,5.7
Slovenia,SVN,2018,4.43
Solomon Islands,SLB,2018,1.575894736842105
Spain,ESP,2018,2.97
Sweden,SWE,2018,2.14
Switzerland,CHE,2018,4.63
Tajikistan,TJK,2018,1.575894736842105
Thailand,THA,2018,1.575894736842105
Timor-Leste,TLS,2018,1.575894736842105
Tonga,TON,2018,1.575894736842105
Turkiye,TUR,2018,2.85
Turkmenistan,TKM,2018,1.575894736842105
Tuvalu,TUV,2018,1.575894736842105
Ukraine,UKR,2018,1.575894736842105
United Kingdom,GBR,2018,2.5
Uzbekistan,UZB,2018,1.575894736842105
Vanuatu,VUT,2018,1.575894736842105
Vietnam,VNM,2018,1.575894736842105
Albania,ALB,2019,0.2136842105263158
American Samoa,ASM,2019,0.2136842105263158
Andorra,AND,2019,0.2136842105263158
Armenia,ARM,2019,0.2136842105263158
Australia,AUS,2019,0.2136842105263158
Austria,AUT,2019,0.2136842105263158
Azerbaijan,AZE,2019,0.2136842105263158
Belarus,BLR,2019,0.2136842105263158
Belgium,BEL,2019,5.58
Bosnia and Herzegovina,BIH,2019,0.2136842105263158
Brunei Darussalam,BRN,2019,0.2136842105263158
Bulgaria,BGR,2019,0.2136842105263158
Cambodia,KHM,2019,0.2136842105263158
Channel Islands,CHI,2019,0.2136842105263158
China,CHN,2019,0.2136842105263158
Croatia,HRV,2019,0.2136842105263158
Cyprus,CYP,2019,0.2136842105263158
Czechia,CZE,2019,0.2136842105263158
Denmark,DNK,2019,2.6
Estonia,EST,2019,0.2136842105263158
Faroe Islands,FRO,2019,0.2136842105263158
Fiji,FJI,2019,0.2136842105263158
Finland,FIN,2019,0.2136842105263158
France,FRA,2019,0.2136842105263158
French Polynesia,PYF,2019,0.2136842105263158
Georgia,GEO,2019,0.2136842105263158
Germany,DEU,2019,0.2136842105263158
Gibraltar,GIB,2019,0.2136842105263158
Greece,GRC,2019,0.2136842105263158
Greenland,GRL,2019,0.2136842105263158
Guam,GUM,2019,0.2136842105263158
"Hong Kong SAR, China",HKG,2019,0.2136842105263158
Hungary,HUN,2019,0.2136842105263158
Iceland,ISL,2019,2.83
Indonesia,IDN,2019,0.2136842105263158
Ireland,IRL,2019,0.2136842105263158
Isle of Man,IMN,2019,0.2136842105263158
Italy,ITA,2019,0.2136842105263158
Japan,JPN,2019,0.2136842105263158
Kazakhstan,KAZ,2019,0.2136842105263158
Kiribati,KIR,2019,0.2136842105263158
"Korea, Dem. People's Rep.",PRK,2019,0.2136842105263158
"Korea, Rep.",KOR,2019,0.2136842105263158
Kosovo,XKX,2019,0.2136842105263158
Kyrgyz Republic,KGZ,2019,0.2136842105263158
Lao PDR,LAO,2019,0.2136842105263158
Latvia,LVA,2019,0.2136842105263158
Liechtenstein,LIE,2019,0.2136842105263158
Lithuania,LTU,2019,0.2136842105263158
Luxembourg,LUX,2019,4.26
"Macao SAR, China",MAC,2019,0.2136842105263158
Malaysia,MYS,2019,0.2136842105263158
Marshall Islands,MHL,2019,0.2136842105263158
"Micronesia, Fed. Sts.",FSM,2019,0.2136842105263158
Moldova,MDA,2019,0.2136842105263158
Monaco,MCO,2019,0.2136842105263158
Mongolia,MNG,2019,0.2136842105263158
Montenegro,MNE,2019,0.2136842105263158
Myanmar,MMR,2019,0.2136842105263158
Nauru,NRU,2019,0.2136842105263158
Netherlands,NLD,2019,0.2136842105263158
New Caledonia,NCL,2019,0.2136842105263158
New Zealand,NZL,2019,2.57
North Macedonia,MKD,2019,0.2136842105263158
Northern Mariana Islands,MNP,2019,0.2136842105263158
Norway,NOR,2019,0.2136842105263158
Palau,PLW,2019,0.2136842105263158
Papua New Guinea,PNG,2019,0.2136842105263158
Philippines,PHL,2019,0.2136842105263158
Poland,POL,2019,0.2136842105263158
Portugal,PRT,2019,0.2136842105263158
Romania,ROU,2019,0.2136842105263158
Russian Federation,RUS,2019,0.2136842105263158
Samoa,WSM,2019,0.2136842105263158
San Marino,SMR,2019,0.2136842105263158
Serbia,SRB,2019,0.2136842105263158
Singapore,SGP,2019,0.2136842105263158
Slovak Republic,SVK,2019,0.2136842105263158
Slovenia,SVN,2019,0.2136842105263158
Solomon Islands,SLB,2019,0.2136842105263158
Spain,ESP,2019,0.2136842105263158
Sweden,SWE,2019,0.2136842105263158
Switzerland,CHE,2019,0.2136842105263158
Tajikistan,TJK,2019,0.2136842105263158
Thailand,THA,2019,0.2136842105263158
Timor-Leste,TLS,2019,0.2136842105263158
Tonga,TON,2019,0.2136842105263158
Turkiye,TUR,2019,0.2136842105263158
Turkmenistan,TKM,2019,0.2136842105263158
Tuvalu,TUV,2019,0.2136842105263158
Ukraine,UKR,2019,0.2136842105263158
United Kingdom,GBR,2019,2.46
Uzbekistan,UZB,2019,0.2136842105263158
Vanuatu,VUT,2019,0.2136842105263158
Vietnam,VNM,2019,0.2136842105263158
Albania,ALB,2020,0.0
American Samoa,ASM,2020,0.0
Andorra,AND,2020,0.0
Armenia,ARM,2020,0.0
Australia,AUS,2020,0.0
Austria,AUT,2020,0.0
Azerbaijan,AZE,2020,0.0
Belarus,BLR,2020,0.0
Belgium,BEL,2020,0.0
Bosnia and Herzegovina,BIH,2020,0.0
Brunei Darussalam,BRN,2020,0.0
Bulgaria,BGR,2020,0.0
Cambodia,KHM,2020,0.0
Channel Islands,CHI,2020,0.0
China,CHN,2020,0.0
Croatia,HRV,2020,0.0
Cyprus,CYP,2020,0.0
Czechia,CZE,2020,0.0
Denmark,DNK,2020,0.0
Estonia,EST,2020,0.0
Faroe Islands,FRO,2020,0.0
Fiji,FJI,2020,0.0
Finland,FIN,2020,0.0
France,FRA,2020,0.0
French Polynesia,PYF,2020,0.0
Georgia,GEO,2020,0.0
Germany,DEU,2020,0.0
Gibraltar,GIB,2020,0.0
Greece,GRC,2020,0.0
Greenland,GRL,2020,0.0
Guam,GUM,2020,0.0
"Hong Kong SAR, China",HKG,2020,0.0
Hungary,HUN,2020,0.0
Iceland,ISL,2020,0.0
Indonesia,IDN,2020,0.0
Ireland,IRL,2020,0.0
Isle of Man,IMN,2020,0.0
Italy,ITA,2020,0.0
Japan,JPN,2020,0.0
Kazakhstan,KAZ,2020,0.0
Kiribati,KIR,2020,0.0
"Korea, Dem. People's Rep.",PRK,2020,0.0
"Korea, Rep.",KOR,2020,0.0
Kosovo,XKX,2020,0.0
Kyrgyz Republic,KGZ,2020,0.0
Lao PDR,LAO,2020,0.0
Latvia,LVA,2020,0.0
Liechtenstein,LIE,2020,0.0
Lithuania,LTU,2020,0.0
Luxembourg,LUX,2020,0.0
"Macao SAR, China",MAC,2020,0.0
Malaysia,MYS,2020,0.0
Marshall Islands,MHL,2020,0.0
"Micronesia, Fed. Sts.",FSM,2020,0.0
Moldova,MDA,2020,0.0
Monaco,MCO,2020,0.0
Mongolia,MNG,2020,0.0
Montenegro,MNE,2020,0.0
Myanmar,MMR,2020,0.0
Nauru,NRU,2020,0.0
Netherlands,NLD,2020,0.0
New Caledonia,NCL,2020,0.0
New Zealand,NZL,2020,0.0
North Macedonia,MKD,2020,0.0
Northern Mariana Islands,MNP,2020,0.0
Norway,NOR,2020,0.0
Palau,PLW,2020,0.0
Papua New Guinea,PNG,2020,0.0
Philippines,PHL,2020,0.0
Poland,POL,2020,0.0
Portugal,PRT,2020,0.0
Romania,ROU,2020,0.0
Russian Federation,RUS,2020,0.0
Samoa,WSM,2020,0.0
San Marino,SMR,2020,0.0
Serbia,SRB,2020,0.0
Singapore,SGP,2020,0.0
Slovak Republic,SVK,2020,0.0
Slovenia,SVN,2020,0.0
Solomon Islands,SLB,2020,0.0
Spain,ESP,2020,0.0
Sweden,SWE,2020,0.0
Switzerland,CHE,2020,0.0
Tajikistan,TJK,2020,0.0
Thailand,THA,2020,0.0
Timor-Leste,TLS,2020,0.0
Tonga,TON,2020,0.0
Turkiye,TUR,2020,0.0
Turkmenistan,TKM,2020,0.0
Tuvalu,TUV,2020,0.0
Ukraine,UKR,2020,0.0
United Kingdom,GBR,2020,0.0
Uzbekistan,UZB,2020,0.0
Vanuatu,VUT,2020,0.0
Vietnam,VNM,2020,0.0
Albania,ALB,2021,0.0
American Samoa,ASM,2021,0.0
Andorra,AND,2021,0.0
Armenia,ARM,2021,0.0
Australia,AUS,2021,0.0
Austria,AUT,2021,0.0
Azerbaijan,AZE,2021,0.0
Belarus,BLR,2021,0.0
Belgium,BEL,2021,0.0
Bosnia and Herzegovina,BIH,2021,0.0
Brunei Darussalam,BRN,2021,0.0
Bulgaria,BGR,2021,0.0
Cambodia,KHM,2021,0.0
Channel Islands,CHI,2021,0.0
China,CHN,2021,0.0
Croatia,HRV,2021,0.0
Cyprus,CYP,2021,0.0
Czechia,CZE,2021,0.0
Denmark,DNK,2021,0.0
Estonia,EST,2021,0.0
Faroe Islands,FRO,2021,0.0
Fiji,FJI,2021,0.0
Finland,FIN,2021,0.0
France,FRA,2021,0.0
French Polynesia,PYF,2021,0.0
Georgia,GEO,2021,0.0
Germany,DEU,2021,0.0
Gibraltar,GIB,2021,0.0
Greece,GRC,2021,0.0
Greenland,GRL,2021,0.0
Guam,GUM,2021,0.0
"Hong Kong SAR, China",HKG,2021,0.0
Hungary,HUN,2021,0.0
Iceland,ISL,2021,0.0
Indonesia,IDN,2021,0.0
Ireland,IRL,2021,0.0
Isle of Man,IMN,2021,0.0
Italy,ITA,2021,0.0
Japan,JPN,2021,0.0
Kazakhstan,KAZ,2021,0.0
Kiribati,KIR,2021,0.0
"Korea, Dem. People's Rep.",PRK,2021,0.0
"Korea, Rep.",KOR,2021,0.0
Kosovo,XKX,2021,0.0
Kyrgyz Republic,KGZ,2021,0.0
Lao PDR,LAO,2021,0.0
Latvia,LVA,2021,0.0
Liechtenstein,LIE,2021,0.0
Lithuania,LTU,2021,0.0
Luxembourg,LUX,2021,0.0
"Macao SAR, China",MAC,2021,0.0
Malaysia,MYS,2021,0.0
Marshall Islands,MHL,2021,0.0
"Micronesia, Fed. Sts.",FSM,2021,0.0
Moldova,MDA,2021,0.0
Monaco,MCO,2021,0.0
Mongolia,MNG,2021,0.0
Montenegro,MNE,2021,0.0
Myanmar,MMR,2021,0.0
Nauru,NRU,2021,0.0
Netherlands,NLD,2021,0.0
New Caledonia,NCL,2021,0.0
New Zealand,NZL,2021,0.0
North Macedonia,MKD,2021,0.0
Northern Mariana Islands,MNP,2021,0.0
Norway,NOR,2021,0.0
Palau,PLW,2021,0.0
Papua New Guinea,PNG,2021,0.0
Philippines,PHL,2021,0.0
Poland,POL,2021,0.0
Portugal,PRT,2021,0.0
Romania,ROU,2021,0.0
Russian Federation,RUS,2021,0.0
Samoa,WSM,2021,0.0
San Marino,SMR,2021,0.0
Serbia,SRB,2021,0.0
Singapore,SGP,2021,0.0
Slovak Republic,SVK,2021,0.0
Slovenia,SVN,2021,0.0
Solomon Islands,SLB,2021,0.0
Spain,ESP,2021,0.0
Sweden,SWE,2021,0.0
Switzerland,CHE,2021,0.0
Tajikistan,TJK,2021,0.0
Thailand,THA,2021,0.0
Timor-Leste,TLS,2021,0.0
Tonga,TON,2021,0.0
Turkiye,TUR,2021,0.0
Turkmenistan,TKM,2021,0.0
Tuvalu,TUV,2021,0.0
Ukraine,UKR,2021,0.0
United Kingdom,GBR,2021,0.0
Uzbekistan,UZB,2021,0.0
Vanuatu,VUT,2021,0.0
Vietnam,VNM,2021,0.0
